obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
7.185650058090686798e-03,1.433065056800842285e+00,3.633983731269836426e-01,4.792416393756866455e-01,-8.229212835431098938e-03,-8.146454393863677979e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.107732972425594653e-01,0.000000000000000000e+00
1.077852211892604828e-02,1.443249940872192383e+00,3.634113073348999023e-01,4.526285231113433838e-01,-1.229987200349569321e-02,-8.142085373401641846e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.697366240085216305e-01,0.000000000000000000e+00
1.428575534373521805e-02,1.452835083007812500e+00,3.526563942432403564e-01,4.259924292564392090e-01,-1.421083416789770126e-02,-3.822259977459907532e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.561506432716215587e+00,1.000000000000000000e+00
1.779298856854438782e-02,1.461820363998413086e+00,3.526613414287567139e-01,3.993238210678100586e-01,-1.612243428826332092e-02,-3.823567926883697510e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.332959826484170662e-01,0.000000000000000000e+00
2.130031585693359375e-02,1.470205545425415039e+00,3.526665866374969482e-01,3.726552724838256836e-01,-1.803325861692428589e-02,-3.822011128067970276e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.339756938691436972e-01,0.000000000000000000e+00
2.480774000287055969e-02,1.477990865707397461e+00,3.526724278926849365e-01,3.459867238998413086e-01,-1.994377933442592621e-02,-3.821422532200813293e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.275798093454454829e-01,0.000000000000000000e+00
2.831516228616237640e-02,1.485176086425781250e+00,3.526780307292938232e-01,3.193181157112121582e-01,-2.185399830341339111e-02,-3.820823132991790771e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.133955403466700318e-01,0.000000000000000000e+00
3.176097944378852844e-02,1.491758942604064941e+00,3.449580371379852295e-01,2.925656735897064209e-01,-2.221613191068172455e-02,-7.243345025926828384e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.612788600608753287e+00,0.000000000000000000e+00
3.520698472857475281e-02,1.497741818428039551e+00,3.449584841728210449e-01,2.658972442150115967e-01,-2.257888577878475189e-02,-7.255610078573226929e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035280951741725630e+00,1.000000000000000000e+00
3.856363147497177124e-02,1.503123521804809570e+00,3.337569832801818848e-01,2.392181605100631714e-01,-2.069626003503799438e-02,3.765608742833137512e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.103053894993367035e+00,0.000000000000000000e+00
4.192008823156356812e-02,1.507905483245849609e+00,3.337507843971252441e-01,2.125495970249176025e-01,-1.881488598883152008e-02,3.763108327984809875e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195859214409409788e+00,0.000000000000000000e+00
4.537019878625869751e-02,1.512084841728210449e+00,3.454745709896087646e-01,1.857505440711975098e-01,-1.928478293120861053e-02,-9.398720227181911469e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.606586311939668110e-01,1.000000000000000000e+00
4.882020875811576843e-02,1.515664219856262207e+00,3.454764485359191895e-01,1.590818315744400024e-01,-1.975360140204429626e-02,-9.377164766192436218e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.747689715155559043e-01,0.000000000000000000e+00
5.218134075403213501e-02,1.518645286560058594e+00,3.343267738819122314e-01,1.325082778930664062e-01,-1.798778213560581207e-02,3.531966730952262878e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.908915016472492399e+00,0.000000000000000000e+00
5.547084659337997437e-02,1.521035075187683105e+00,3.253472149372100830e-01,1.062504053115844727e-01,-1.442237198352813721e-02,7.131455093622207642e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.813226301166055210e+00,0.000000000000000000e+00
5.866737291216850281e-02,1.522821784019470215e+00,3.136851787567138672e-01,7.945528626441955566e-02,-8.523813448846340179e-03,1.179818660020828247e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.235885783537840066e+00,0.000000000000000000e+00
6.186361238360404968e-02,1.524008870124816895e+00,3.136674463748931885e-01,5.278418585658073425e-02,-2.626752946525812149e-03,1.179518550634384155e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.009850836766986504e+00,0.000000000000000000e+00
6.499900668859481812e-02,1.524601459503173828e+00,3.060228228569030762e-01,2.633187919855117798e-02,4.798559006303548813e-03,1.485198438167572021e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.729785409173655086e-01,1.000000000000000000e+00
6.802044063806533813e-02,1.525446057319641113e+00,2.951646447181701660e-01,3.750098496675491333e-02,1.170428283512592316e-02,1.381271332502365112e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.264916399096193689e-01,1.000000000000000000e+00
7.104177772998809814e-02,1.525691151618957520e+00,2.951453030109405518e-01,1.082173269242048264e-02,1.860976032912731171e-02,1.381221264600753784e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.094065017908349091e-01,0.000000000000000000e+00
7.414750754833221436e-02,1.525338411331176758e+00,3.057464361190795898e-01,-1.574777625501155853e-02,2.338582649827003479e-02,9.553001821041107178e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.567942232844130812e+00,1.000000000000000000e+00
7.725314795970916748e-02,1.524385809898376465e+00,3.057337105274200439e-01,-4.241858050227165222e-02,2.816205285489559174e-02,9.553328901529312134e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.489417845660341300e-01,0.000000000000000000e+00
8.035860210657119751e-02,1.522833347320556641e+00,3.057205975055694580e-01,-6.908956915140151978e-02,3.293716907501220703e-02,9.551058709621429443e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.153011641180683000e-01,0.000000000000000000e+00
8.356084674596786499e-02,1.520687341690063477e+00,3.178492784500122070e-01,-9.543580561876296997e-02,3.527669608592987061e-02,4.679446667432785034e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.910634381128203385e+00,0.000000000000000000e+00
8.670129626989364624e-02,1.517909407615661621e+00,3.100861310958862305e-01,-1.235556676983833313e-01,3.918529674410820007e-02,7.817225158214569092e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.538521718663492077e-01,1.000000000000000000e+00
8.975467830896377563e-02,1.514517426490783691e+00,2.991655766963958740e-01,-1.509351283311843872e-01,4.528981447219848633e-02,1.220904812216758728e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.484384973902979521e-01,1.000000000000000000e+00
9.280814975500106812e-02,1.510525703430175781e+00,2.991657555103302002e-01,-1.776049137115478516e-01,5.139432847499847412e-02,1.220902353525161743e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.513303649809188300e+00,0.000000000000000000e+00
