obs0,obs1,obs2,obs3,action,reward
-3.506537845058103203e-02,-1.520699891207160093e-01,-6.242784141793873871e-03,3.216032176732447345e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.810677823299535305e-02,-3.471024857817480713e-01,1.892802116710209925e-04,6.123108954104969914e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.504882794863031281e-02,-5.422270818099695910e-01,1.243549811988096075e-02,9.050534325916819167e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.589336958482970380e-02,-3.472757237670107688e-01,3.053656677171459610e-02,6.163049481490299186e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.283888406016992223e-02,-1.525934044239840581e-01,4.286266573469519475e-02,3.333939672914713048e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.589075214864960339e-02,-3.482983772565253489e-01,4.953054508052462390e-02,6.392795701965565680e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.285671969378010315e-02,-1.539007324432051238e-01,6.231613648445575443e-02,3.625967398982420375e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.593473434264420840e-02,-3.498504823661134910e-01,6.956807128242059601e-02,6.742599393719457268e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.293174398996647212e-02,-5.458667918819968268e-01,8.305327006985950555e-02,9.880097121728852461e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.384907982760640199e-02,-3.519491204070546719e-01,1.028134643133172127e-01,7.225254385921111577e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.008880622357474915e-01,-1.583882087344742340e-01,1.172639730851594286e-01,4.638911956651876611e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.040558264104369801e-01,-3.549550869962271316e-01,1.265417969984631852e-01,7.911132662806520388e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.111549281503615288e-01,-1.617766949900394102e-01,1.423640623240762237e-01,5.407666626333569315e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.143904620501623171e-01,3.108741299249168089e-02,1.531793955767433713e-01,2.961110058519775823e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.137687137903124895e-01,-1.658486217267446938e-01,1.591016156937829218e-01,6.329149930432523830e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.170856862248473851e-01,-3.627903880176726048e-01,1.717599155546479794e-01,9.711753673206209303e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.243414939852008350e-01,-1.703376573682691686e-01,1.911834229010603847e-01,7.369935314565744244e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.277482471325662172e-01,-3.675134920367209568e-01,2.059232935301918699e-01,1.083234623266608132e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.350985169733006364e-01,-1.756149731675907544e-01,2.275879859955240447e-01,8.615827997006054728e-01,1.000000000000000000e+00,1.000000000000000000e+00
