obs0,obs1,obs2,obs3,action,reward,do_bool
-1.376839794479571208e-02,1.861338781102173656e-01,-1.079886443013622702e-02,-2.622685931783240165e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.004572038259136414e-02,3.814082979615811553e-01,-1.604423629370270790e-02,-5.583379485436186229e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.417554423359741071e-03,1.865151962148037246e-01,-2.721099526457507883e-02,-2.707527248898901062e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.312749500936333420e-03,-8.208100787983729774e-03,-3.262604976237287735e-02,1.322504646224381686e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.148587485176658790e-03,-2.028473297114388174e-01,-3.236154883312800101e-02,2.954381575085269773e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.908359109052117281e-03,-7.279326798009938537e-03,-2.645278568295746091e-02,-7.272885684718399801e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.053945645012315878e-03,1.882118107142597974e-01,-2.659824339665183002e-02,-3.081832137782079539e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.102905692728802775e-04,-6.521248826027836731e-03,-3.276190767221599104e-02,-2.400590526115370382e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.798655927523235082e-04,-2.011584200964286751e-01,-3.324202577743906595e-02,2.581629035085289958e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.443302809176249958e-03,-5.578049819591701652e-03,-2.807876770726848437e-02,-4.481693060199043455e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.554863805568084147e-03,-2.002863474721548187e-01,-2.897510631930829209e-02,2.388763169162281819e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.560590755011181024e-03,-3.949826415923900491e-01,-2.419757998098372859e-02,5.222806834053519420e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.546024358685898180e-02,-1.995286082695824914e-01,-1.375196631287668898e-02,2.220720670479540693e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.945081575225063308e-02,-3.944513255305283073e-01,-9.310524971917607737e-03,5.103855453755391514e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.733984226286120117e-02,-1.991994600371754520e-01,8.971859355931758456e-04,2.147831864334949770e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.132383146360470660e-02,-4.090346882281298280e-03,5.192849664263075350e-03,-7.761659288044869820e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.140563840125033118e-02,1.909567782890304322e-01,3.640517806654101386e-03,-3.686566450214985857e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.758650283546972351e-02,-4.216710845996257673e-03,-3.732615093775870641e-03,-7.482804147570004671e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.767083705238964839e-02,-1.992849529294778987e-01,-5.229175923289871609e-03,2.166748970336893065e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.165653611097920400e-02,-3.943317607451238826e-01,-8.956779826160849584e-04,5.077037379902140657e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.954317132588168471e-02,-1.991972008955883444e-01,9.258396777188196078e-03,2.147386863326453121e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.352711534379345021e-02,-4.208827476714999127e-03,1.355317050384110232e-02,-7.500940862244648288e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.361129189332774853e-02,1.907162298865532069e-01,1.205298233139217266e-02,-3.633856308292134352e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.979696729559668161e-02,-4.574933456596791403e-03,4.785269714807903821e-03,-6.692667265178614544e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.988846596472861439e-02,1.904780851380401263e-01,3.446736261772180912e-03,-3.580959867622854342e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
