obs0,obs1,obs2,obs3,action,reward,do_bool
2.292873926968171799e-02,-2.282045856602083478e-01,-4.645391334241822517e-02,2.851370083918254861e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.836464755647754937e-02,-4.226342828577056565e-01,-4.075117317458171184e-02,5.628143922563819679e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.911961899323435549e-03,-2.269648999470810224e-01,-2.949488532945407360e-02,2.575764599537834765e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.372663900381814857e-03,-3.143454587026495162e-02,-2.434335613037840601e-02,-4.426174349067474312e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.743972982976516102e-03,-2.261991186712067337e-01,-2.522859100019190018e-02,2.406423171621906443e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.199906095523814289e-04,-4.209517655885167686e-01,-2.041574465694808577e-02,5.252619061223642305e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.199044702217953007e-03,-2.255485575362247974e-01,-9.910506534500800740e-03,2.262163633702013454e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.271001585294244916e-02,-4.205274804683085677e-01,-5.386179267096774005e-03,5.157567438103625168e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.112056546230862281e-02,-6.155731712583216719e-01,4.928955609110476956e-03,8.067375071155120647e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.343202888747505430e-02,-4.205191244305855336e-01,2.106370575142071933e-02,5.156090980187253425e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.184241137608676886e-02,-2.257000291170941364e-01,3.137588771179522507e-02,2.296375521796217845e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.635641195842864909e-02,-4.212559654926071318e-01,3.596863875538765937e-02,5.320500804004084650e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.478153126828079478e-02,-2.266578944814017227e-01,4.660964036339582811e-02,2.509142732098403883e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.931468915790882868e-02,-3.223144790205223487e-02,5.162792582759263837e-02,-2.671039326727836505e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.995931811594987226e-02,-2.280543103336336586e-01,5.109371796224707052e-02,2.818043894960138851e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.452040432262254321e-02,-3.369697962633180777e-02,5.672980575216735044e-02,5.663866066980216551e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.519434391514918048e-02,-2.295846942536487745e-01,5.684308307350695311e-02,3.156923683136347858e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.978603780022216152e-02,-3.531655751179493818e-02,6.315693043977964327e-02,4.146368470126493566e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.049236895045805917e-02,-2.312846391175478467e-01,6.398620413380494421e-02,3.533855400769299604e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.511806173280902166e-02,-4.272553245400232402e-01,7.105391493534354841e-02,6.655391209580421297e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-8.366316822360948813e-02,-2.331898547440892921e-01,8.436469735450438656e-02,3.960477127245543572e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.832696531849126842e-02,-4.294011497283601320e-01,9.228565160899547537e-02,7.140916993294089687e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-9.691498831305847550e-02,-2.356697470333042332e-01,1.065674855955836553e-01,4.518246587087024202e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.016283832537245579e-01,-4.321246708898698330e-01,1.156039787697576982e-01,7.761069005259249032e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.102708766715219529e-01,-2.387663737047451828e-01,1.311261167802761918e-01,5.219172851995402818e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.150462041456168510e-01,-4.571022875033828314e-02,1.415644624842669896e-01,2.732597650113309795e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.159604087206236173e-01,1.471378714617894157e-01,1.470296577844936170e-01,2.836243312697758756e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.130176512913878273e-01,3.398788909612763809e-01,1.475969064470331604e-01,-2.145586117492205847e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.062200734721622936e-01,5.326162984484481555e-01,1.433057342120487576e-01,-4.572852608906613492e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.556774750319332878e-02,7.254524026910371681e-01,1.341600289942355417e-01,-7.015865312613835947e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.105869944937257876e-02,9.184848391039173165e-01,1.201282983690078743e-01,-9.492084784348360227e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.268900266729422743e-02,1.111802696125181233e+00,1.011441288003111505e-01,-1.201862642102302425e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.045294874479060665e-02,1.305481774860658417e+00,7.710687595826509755e-02,-1.461210805703596627e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.434331324757743761e-02,1.109503923548962323e+00,4.788265984419316779e-02,-1.145470516410915129e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.846765223401809541e-03,9.137903934822049212e-01,2.497324951597486645e-02,-8.381645752847464159e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.612257309304590741e-02,1.108562568802396120e+00,8.209958010279936463e-03,-1.122890366610888480e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.829382446909383231e-02,9.133339420971421374e-01,-1.424784932193783396e-02,-8.276435952644927152e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.656050331103667561e-02,1.108647778401241402e+00,-3.080072122722768771e-02,-1.124773339492704860e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.873345887906150531e-02,9.139427765896231959e-01,-5.329618801708178866e-02,-8.419083413465664467e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.070123144108539731e-01,7.195872427688227990e-01,-7.013435484401311926e-02,-5.664506527746475673e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.214040592662304352e-01,5.255156235411937438e-01,-8.146336789950607560e-02,-2.966614846762478663e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.319143717370543090e-01,3.316437599840837969e-01,-8.739659759303103348e-02,-3.074184572408111826e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.385472469367359794e-01,1.378767697280225413e-01,-8.801143450751265640e-02,2.331374255512216886e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.413047823312964246e-01,-5.588460062411637619e-02,-8.334868599648821708e-02,4.968125794586109034e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.401870903188141004e-01,-2.497384741030317656e-01,-7.341243440731599901e-02,7.621077952372385944e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.351923208367534768e-01,-5.368619457963816344e-02,-5.817027850257122656e-02,4.472575969106774019e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.341185969451607063e-01,-2.479390840969414034e-01,-4.922512656435767964e-02,7.210516696395552483e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.291598152632218721e-01,-5.217195266853436042e-02,-3.480409317156657467e-02,4.132903317923593556e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.281163762098511960e-01,1.434256090107612902e-01,-2.653828653571938673e-02,1.098413327609911727e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.309848883900664174e-01,3.389175952098943956e-01,-2.434145988049956494e-02,-1.910947321243575692e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.377632402942643164e-01,1.441521733749865364e-01,-2.816335452298671799e-02,9.381117251844034444e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.406462837617640516e-01,-5.055503217889725787e-02,-2.628713107261790999e-02,3.774772292178288913e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.396351831181860959e-01,1.449302056319223819e-01,-1.873758648826133119e-02,7.662315234327893299e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.425337872308245490e-01,-4.991818631566713460e-02,-1.720512344139575253e-02,3.633359056536165088e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.415354235045112041e-01,1.454440159938364674e-01,-9.938405328323421384e-03,6.527791717402159355e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.444443038243879429e-01,3.407070366277312745e-01,-8.632846984842989721e-03,-2.305239920877916182e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.512584445569425673e-01,5.359512771244329121e-01,-1.324332682659882209e-02,-5.259174653029627944e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.619774700994312255e-01,3.410181603197589006e-01,-2.376167613265807790e-02,-2.374368553590434638e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.687978333058264002e-01,5.364713803631164790e-01,-2.851041323983894565e-02,-5.375191975284303592e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.795272609130887376e-01,3.417616307245048279e-01,-3.926079719040755089e-02,-2.539541924575937082e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.863624935275788319e-01,5.374215347791905240e-01,-4.433988103955942284e-02,-5.587575927345095339e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.971109242231626479e-01,3.429491055164994862e-01,-5.551503289424961074e-02,-2.803673090668760137e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.039699063334926288e-01,5.388172094320000660e-01,-6.112237907558713129e-02,-5.900298814120671365e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.147462505221326423e-01,3.446019389866701310e-01,-7.292297670382846819e-02,-3.172097819492854520e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.216382893018660483e-01,5.406826956341358459e-01,-7.926717234281417668e-02,-6.319695891760001016e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.324519432145487619e-01,3.467509160878772256e-01,-9.190656412633417538e-02,-3.652654893415185344e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
