obs0,obs1,obs2,obs3,action,reward,do_bool
2.740105530522381205e-02,1.914876210973406601e-01,-3.377015372230861984e-02,-2.970953835054837566e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.123080772717062512e-02,-3.137057918769836640e-03,-3.971206139241829219e-02,-1.525135324900439571e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.116806656879522741e-02,-1.976676518509282166e-01,-4.001708845739838233e-02,2.646422023209766272e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.721471353177666239e-02,-1.998058043636258274e-03,-3.472424441097884951e-02,-4.038909980900134977e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.717475237090393597e-02,1.936041836638156266e-01,-3.553202640715887733e-02,-3.438224675671213149e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.104683604418024753e-02,-9.947427057234448089e-04,-4.240847575850130446e-02,-6.255254087883838077e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.102694119006577794e-02,1.947087789486239007e-01,-4.365952657607807125e-02,-3.683082413850752301e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.492111676903825873e-02,2.335048337194778334e-04,-5.102569140377957724e-02,-8.970513429077964229e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.492578686571264773e-02,-1.941213390463548405e-01,-5.281979408959516786e-02,1.864526496814356560e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.104336008478555259e-02,-3.884493424276495577e-01,-4.909074109596645724e-02,4.620163283874261784e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.327437323623256227e-02,-1.926692028855535033e-01,-3.985041452821793534e-02,1.542730243680846547e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.942098917852149234e-02,3.000007086412070922e-03,-3.676495404085624447e-02,-1.507106924188303387e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.948098932024973362e-02,1.986285926795665624e-01,-3.977916788923285124e-02,-4.547617370315492624e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.345356117384106431e-02,4.091019887329155891e-03,-4.887440262986383899e-02,-1.748782132514411503e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.353538157158764632e-02,-1.902986251635047643e-01,-5.237196689489265894e-02,1.019947142082032743e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.972940906831754937e-02,5.533246328361329791e-03,-5.033207261072859123e-02,-2.067406565189656154e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.984007399488477499e-02,2.013374521801167272e-01,-5.446688574110790382e-02,-5.148664004473136879e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.386682303848711162e-02,7.023150835502783851e-03,-6.476421375005417258e-02,-2.398325352093580998e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.400728605519716896e-02,-1.871167138976124744e-01,-6.956086445424133902e-02,3.173937873147769650e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.026495177724491753e-02,-3.811757475163247699e-01,-6.892607687961178897e-02,3.016895605139385816e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.264143682691842158e-02,-5.752510836339848055e-01,-6.289228566933301179e-02,5.718631028396558014e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.136415154238725952e-03,-7.694373688390200305e-01,-5.145502361253989632e-02,8.440885065827250511e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.425233222254167556e-02,-9.638208082154264833e-01,-3.457325348088539918e-02,1.120156658377875702e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.352874838685020176e-02,-7.682628323072100418e-01,-1.217012031332788402e-02,8.168324796527755005e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.889400503299440315e-02,-5.729763991325584893e-01,4.166529279727625157e-03,5.203465957476909320e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-6.035353301564556905e-02,-3.779133485111749180e-01,1.457346119468144394e-02,2.289795155919547853e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.791179998586906186e-02,-1.830026557934785469e-01,1.915305150652053812e-02,-5.907103091249144011e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.157185310173863613e-02,-3.783939133982273662e-01,1.797163088827070931e-02,2.395927521024919238e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.913973136970318956e-02,-1.835332443112323852e-01,2.276348593032054973e-02,-4.736767572809014171e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.281039625592784281e-02,-3.789740857164762833e-01,2.181613241575874537e-02,2.524095219507588306e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.038987797025736792e-02,-1.841703375795086806e-01,2.686432285477392129e-02,-3.331313214669545664e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.407328472184754709e-02,-3.796670270250535606e-01,2.619806021184001299e-02,2.677232530640785702e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.016666252623486255e-01,-1.849285681860110830e-01,3.155252527312158578e-02,-1.658284989544978050e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.053651966260688438e-01,9.727007211644461693e-03,3.122086827521259114e-02,-2.991459780061462848e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.051706564818359613e-01,-1.858257379209145022e-01,2.523794871508966420e-02,3.217635271374919004e-03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.088871712402542519e-01,-3.813003758927102638e-01,2.530230142051716202e-02,3.037553851651119130e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.165131787581084599e-01,-1.865479855630834960e-01,3.137740912381940112e-02,1.915838889217791330e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.202441384693701265e-01,-3.821055449361774325e-01,3.176057690166295827e-02,3.215737834854485167e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.278862493680936741e-01,-1.874499395742997565e-01,3.819205257137192611e-02,3.907366972214321166e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.316352481595796653e-01,-3.830981601413621651e-01,3.897352596581479117e-02,3.435577263464575926e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.392972113624069141e-01,-1.885517049779892318e-01,4.584468049274394164e-02,6.341495935897661917e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.430682454619666977e-01,-3.842999532056308176e-01,4.711297967992347097e-02,3.702024428167755010e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.507542445260793285e-01,-5.800585070522445985e-01,5.451702853625898376e-02,6.773605422647862584e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.623554146671242204e-01,-7.758938264398967943e-01,6.806423938155470310e-02,9.866971649787157350e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.778732911959221563e-01,-5.817461155738564704e-01,8.779818268112901669e-02,7.161453543726373772e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.895082135073992979e-01,-3.879420163755133988e-01,1.021210897685817659e-01,4.523384587893214959e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.972670538349095559e-01,-1.944012936923535939e-01,1.111678589443682030e-01,1.935112887073121568e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.011550797087566234e-01,-1.030635668177265485e-03,1.150380847185144412e-01,-6.213817125251397400e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.011756924221201615e-01,1.922700969827174089e-01,1.137953212934641606e-01,-3.164261640464296477e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.973302904824658088e-01,-4.273275942771659341e-03,1.074667980125355721e-01,9.865784762929818985e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.974157560013212465e-01,1.891564626405387028e-01,1.076641137077941623e-01,-2.470705210472018409e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.936326267485104780e-01,-7.325239949685008467e-03,1.027227032868501255e-01,7.753766802037193040e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.937791315475041742e-01,1.861855765724827749e-01,1.042734566472575675e-01,-1.810510745896236617e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.900554200160545215e-01,3.796728608653230364e-01,1.006524351554650976e-01,-4.391047242467139289e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.824619627987480730e-01,1.832811293629956484e-01,9.187034067053082009e-02,-1.164662123490437518e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.787963402114881584e-01,-1.302886686190316001e-02,8.954101642354994617e-02,2.037288915801405143e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.790569175487262132e-01,1.807060571704346974e-01,9.361559425515275645e-02,-5.941941103678105573e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.754427964053175137e-01,3.743697498818949754e-01,9.242720603441713367e-02,-3.211601445678831657e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.679554014076796165e-01,5.680622542367111949e-01,8.600400314305947647e-02,-5.833238533779993018e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.565941563229454048e-01,3.718474023262700046e-01,7.433752607549948266e-02,-2.648353924919177871e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.491572082764200113e-01,1.757474938152945865e-01,6.904081822566113247e-02,5.033720775070976705e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.456422584001141329e-01,-2.029302371440494523e-02,7.004756238067533225e-02,3.639793011316918014e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.460481188744022218e-01,-2.163369609514099456e-01,7.732714840330916217e-02,6.779012072612784490e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.503748580934304302e-01,-2.236964052849224616e-02,9.088517254853473171e-02,4.105311941396633246e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.508222509040002823e-01,1.713542089495228016e-01,9.909579643132800097e-02,1.478282004853775922e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.473951667250098241e-01,-2.503687348181621308e-02,1.020523604410355500e-01,4.700560952326516828e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.478959041946461550e-01,-2.214411525829349525e-01,1.114534823456885815e-01,7.930810702195953965e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.523247272463048585e-01,-2.801123816215667084e-02,1.273151037500804827e-01,5.374359334490244056e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.528849520095479919e-01,1.651124581471219155e-01,1.380638224190609831e-01,2.874245982574578639e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.495827028466055475e-01,3.580231730385075029e-01,1.438123143842101326e-01,4.127397315746972328e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.424222393858353974e-01,5.508214446697198285e-01,1.446377938473595304e-01,-2.028027680498525886e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.314058104924409887e-01,7.436106132894991783e-01,1.405817384863624897e-01,-4.465915149766440106e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.165335982266510056e-01,9.364930472454118249e-01,1.316499081868296173e-01,-6.918658606384004983e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-9.780373728174276970e-02,1.129566550243997325e+00,1.178125909740616040e-01,-9.403766533221740165e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.521240627686281988e-02,1.322920431550329567e+00,9.900505790761812697e-02,-1.193840184685914352e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.875399764585622298e-02,1.516630727090380049e+00,7.512825421389984770e-02,-1.453922770996640912e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.842138310404861992e-02,1.320670948335783912e+00,4.604979879396703391e-02,-1.138745313426455130e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.992035862667057344e-03,1.124978089644892210e+00,2.327489252543793116e-02,-8.319833513658712043e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.049159765556490320e-02,1.319774361851471456e+00,6.635225498120508186e-03,-1.117256418776941151e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.688708489259433621e-02,1.124565963850015837e+00,-1.570990287741831637e-02,-8.224995254842286663e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.937840416959465739e-02,1.319899285646736420e+00,-3.215989338710288636e-02,-1.120081874035965264e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.057763898825293813e-01,1.125213608250374087e+00,-5.456153086782219302e-02,-8.376577403681586542e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.282806620475368531e-01,9.308775547937073735e-01,-7.131468567518536861e-02,-5.626205829512226364e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.468982131434110050e-01,1.126923962709430294e+00,-8.256709733420981856e-02,-8.768914746160851870e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.694366923975996198e-01,9.330154074612776460e-01,-1.001049268265315206e-01,-6.112666864935918376e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.880970005468251827e-01,7.394245805109027625e-01,-1.123302605564033552e-01,-3.517159298818485769e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.028854921570432401e-01,5.460643388097229378e-01,-1.193645791540403206e-01,-9.645920948599873146e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.138067789332376845e-01,3.528374451757680941e-01,-1.212937633437602969e-01,1.563088613402412452e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.208635278367530597e-01,5.494683935998401214e-01,-1.181675861169554781e-01,-1.720435584773191140e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.318528957087498676e-01,3.562185330247800152e-01,-1.216084572865018670e-01,8.114926693995200280e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.389772663692454613e-01,1.630307206930907693e-01,-1.199854719477028292e-01,3.331260604466191877e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.422378807831072900e-01,-3.019731822478480265e-02,-1.133229507387704393e-01,5.856931146874847505e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.416339344186115845e-01,1.663142608904258357e-01,-1.016090884450207427e-01,2.595707526452789016e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.449602196364200901e-01,3.627288878147096884e-01,-9.641767339211516907e-02,-6.335329233864406273e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.522147973927142961e-01,5.590915219015044624e-01,-9.768473923888805477e-02,-3.848321053454858420e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
