obs0,obs1,obs2,obs3,action,reward
-4.216438907003782627e-02,-1.551369797192606037e-01,3.742153583682140960e-02,2.628386762805703381e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.526712866442304112e-02,3.943138702333637280e-02,4.267830936243281748e-02,-1.781018278796281384e-02,1.000000000000000000e+00,1.000000000000000000e+00
-4.447850092395631144e-02,2.339161205886717554e-01,4.232210570667355870e-02,-2.967280277937164312e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.980017851218287800e-02,4.284099945234997042e-01,3.638754515079922758e-02,-5.757686154336116857e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.123197862171288308e-02,6.230034773384984792e-01,2.487217284212699109e-02,-8.567700441917440735e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.877190907494291280e-02,4.275516256038403573e-01,7.736771958292108786e-03,-5.563712805655280924e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.022087656286610469e-02,6.225641069893786961e-01,-3.390653653018453964e-03,-8.466066596836117064e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.230405576921470207e-03,8.177321496465472794e-01,-2.032278684669068525e-02,-1.140353891118143892e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.858504856985241510e-02,6.228816828485421730e-01,-4.312986466905356642e-02,-8.541130341187467279e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.104268222682325662e-02,4.283732818549579324e-01,-6.021212535142850264e-02,-5.752980061364838527e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.961014786392241804e-02,2.341448073031727195e-01,-7.171808547415818580e-02,-3.021749364110603575e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.429304400998586994e-02,4.011439050238482795e-02,-7.776158420237938573e-02,-3.294453128700075561e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.509533182003356427e-02,2.362603734287461454e-01,-7.842047482811939640e-02,-3.491132750250641736e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.982053928860848829e-02,4.233624994534113117e-02,-8.540274032862067710e-02,-8.215306893920520936e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.066726428751531369e-02,-1.514642332086722221e-01,-8.704580170740477962e-02,1.824102736145988279e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.763797962334186814e-02,-3.452397781551022615e-01,-8.339759623511280862e-02,4.464139519972168402e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.073318406023982569e-02,-1.490431331693497785e-01,-7.446931719516847181e-02,1.286513445897962127e-01,1.000000000000000000e+00,1.000000000000000000e+00
