obs0,obs1,obs2,obs3,action,reward
4.216682505985103885e-02,-1.776487525348035834e-01,-4.036199345931081039e-02,2.550524533173437747e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.861385000915496662e-02,1.802554733768096940e-02,-3.526094439296393462e-02,-5.008315501246929369e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.897436095590858796e-02,2.136348984523356587e-01,-3.626260749321331966e-02,-3.536793643052784653e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.324705892495529780e-02,1.904684048092653015e-02,-4.333619477931888869e-02,-7.264803560840127350e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.362799573457382812e-02,2.147624175200530949e-01,-4.478915549148691083e-02,-3.786826288346096248e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.792324408497489197e-02,2.030421014745503738e-02,-5.236280806817910499e-02,-1.004514507255097611e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.832932828792399493e-02,-1.740297164901364602e-01,-5.437183708268929910e-02,1.752622711590980376e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.484873395812126462e-02,-3.683330712982039179e-01,-5.086659165950734030e-02,4.503091506832273549e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.748207253215718460e-02,-5.627000712187926190e-01,-4.186040864584279070e-02,7.265342217647797751e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.622807110778133111e-02,-7.572190088660810670e-01,-2.732972421054719742e-02,1.005753658593518285e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.108369093045970949e-02,-5.617429525804462642e-01,-7.214651038676831579e-03,7.046151314554449652e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.511681211492157950e-04,-3.665217743614794799e-01,6.877651590432068071e-03,4.096698962104683983e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.481603608378805531e-03,-1.714980045014823096e-01,1.507104951464143666e-02,1.191631737939269908e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.091156369840845172e-02,-3.668326089536833035e-01,1.745431299051997814e-02,4.165625262064744927e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.824821587748211987e-02,-1.719623161079579521e-01,2.578556351464946633e-02,1.294329191433289949e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.168746219964128030e-02,2.278094536330971254e-02,2.837422189751604568e-02,-1.550047499259603057e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.123184329237508619e-02,-1.727355356431976019e-01,2.527412689899683970e-02,1.464928242105682510e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.468655400523903781e-02,2.201553030208974748e-02,2.820398338320820320e-02,-1.381106748957880992e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.424624339919724189e-02,-1.734987912150710854e-01,2.544176988529243955e-02,1.633350433892228337e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.771621922349866429e-02,-3.689755388834326522e-01,2.870847075307689580e-02,4.639343467709952096e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.509573000116731484e-02,-1.742707939882217616e-01,3.798715768849680180e-02,1.804367055065059233e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.858114588093174840e-02,-3.699151587919029538e-01,4.159589179862691749e-02,4.848570770669159424e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.597944905676980970e-02,-1.754041394490427619e-01,5.129303333996523828e-02,2.055685875078422931e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.948753184575066522e-02,-3.712206408167325611e-01,5.540440509012208720e-02,5.139805730755023783e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.691194466208531616e-02,-1.769209692678315182e-01,6.568401655163214059e-02,2.392588378964833340e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.045036404744194569e-02,1.720415515629808434e-02,7.046919330956180616e-02,-3.200370799649221443e-02,1.000000000000000000e+00,1.000000000000000000e+00
-6.010628094431598456e-02,2.112484967203459574e-01,6.982911914963196853e-02,-3.016470148614293079e-01,1.000000000000000000e+00,1.000000000000000000e+00
