obs0,obs1,obs2,obs3,action,reward
3.521119676425255030e-02,-2.327114749034161212e-01,2.539847937848051240e-02,3.048054040789199837e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.055696726618422829e-02,-3.796050703824527250e-02,3.149458746005891208e-02,2.023952022550867813e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.979775712541932187e-02,1.566959536712150824e-01,3.189937786456908259e-02,-2.623424936404026298e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.293167619884362213e-02,-3.886647357586445195e-02,2.665252799176102971e-02,4.022873763618411980e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.215434672732633142e-02,1.558633453097531263e-01,2.745710274448471058e-02,-2.439273354752206080e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.527161363352139534e-02,3.505825744683679357e-01,2.257855603498029953e-02,-5.278247141466185788e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.228326512288875516e-02,1.551503489031619276e-01,1.202206175204792796e-02,-2.281135633634215343e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.538627210095199510e-02,3.500984515332067892e-01,7.459790484779496925e-03,-5.169801846647597010e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.238824113161612978e-02,5.451145734703251033e-01,-2.879813208515697928e-03,-8.073030702845673812e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.329053260102263101e-02,3.500322100352528665e-01,-1.902587461420704451e-02,-5.155274024550984269e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.029117680172769500e-02,1.551832792746417333e-01,-2.933642266330901277e-02,-2.289001735278144989e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.339484238722053522e-02,-3.950742878304286387e-02,-3.391442613386530525e-02,5.438655952175969199e-02,0.000000000000000000e+00,1.000000000000000000e+00
7.260469381155967850e-02,-2.341270952837551378e-01,-3.282669494343010835e-02,3.361792584140481654e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.792215190588457574e-02,-3.855373324277677760e-02,-2.610310977514914560e-02,3.332794727102095234e-02,1.000000000000000000e+00,1.000000000000000000e+00
6.715107724102903353e-02,-2.332918192229627707e-01,-2.543655082972872544e-02,3.176621222401802003e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.248524085656977783e-02,-3.781698420991763676e-02,-1.908330838492511977e-02,1.706718189365691307e-02,1.000000000000000000e+00,1.000000000000000000e+00
6.172890117237142538e-02,1.575733718236616843e-01,-1.874196474705198262e-02,-2.815751390471730731e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.488036860884466295e-02,-3.727629730554485321e-02,-2.437346752799544533e-02,5.138218738203692570e-03,0.000000000000000000e+00,1.000000000000000000e+00
6.413484266273376810e-02,-2.320403720063153596e-01,-2.427070315323137314e-02,2.900324680794640342e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.949403522260746091e-02,-3.658089482659726555e-02,-1.847005379164209232e-02,-1.020528406975024227e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.876241732607551810e-02,1.588010053732768767e-01,-1.867415947303709828e-02,-3.086580330061124977e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.193843743354105619e-02,-3.604995760068188670e-02,-2.484732013315934726e-02,-2.192243279970884640e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.121743828152741845e-02,-2.308069238862907879e-01,-2.528576878915352391e-02,2.628184801560882189e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.660129980380160242e-02,-3.533333901458818316e-02,-2.002939918603175926e-02,-3.773139103909994851e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.589463302350983903e-02,1.600700232815550350e-01,-2.078402700681375795e-02,-3.366658926098635152e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.909603348914094223e-02,-3.475008154439249153e-02,-2.751734485901102811e-02,-5.060891529159172730e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.840103185825309268e-02,-2.294668761071650687e-01,-2.852952316484286266e-02,2.332666247882077548e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.381169433610979297e-02,-4.241698159054202444e-01,-2.386419066907870951e-02,5.168156440642649452e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.532829801800138808e-02,-2.287201082057293833e-01,-1.352787778779341102e-02,2.167091538161701747e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.075389585388679986e-02,-4.236460833264693582e-01,-9.193694711470006692e-03,5.050942880428812565e-01,0.000000000000000000e+00,1.000000000000000000e+00
