obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-2.571296645328402519e-03,1.409165620803833008e+00,-1.243921965360641479e-01,-5.197529867291450500e-02,1.138783525675535202e-03,-8.028996177017688751e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.011695581560911439e-01,0.000000000000000000e+00
-3.729152726009488106e-03,1.407395958900451660e+00,-1.130911558866500854e-01,-7.865226268768310547e-02,-1.528490451164543629e-03,-5.335015058517456055e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.861116857588729079e-01,0.000000000000000000e+00
-4.800701048225164413e-03,1.405966639518737793e+00,-1.048617139458656311e-01,-6.352604925632476807e-02,-3.785194363445043564e-03,-4.513877630233764648e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.131887334725956817e+00,1.000000000000000000e+00
-5.782699678093194962e-03,1.403938531875610352e+00,-9.365423023700714111e-02,-9.015556424856185913e-02,-8.288329467177391052e-03,-9.007103741168975830e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.017233714987553439e+00,0.000000000000000000e+00
-6.764697842299938202e-03,1.401310920715332031e+00,-9.364046156406402588e-02,-1.168212965130805969e-01,-1.278964802622795105e-02,-9.003436565399169922e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.160024580311585396e+00,0.000000000000000000e+00
-7.746505551040172577e-03,1.398083448410034180e+00,-9.362737834453582764e-02,-1.434905827045440674e-01,-1.729071885347366333e-02,-9.002994745969772339e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.289477721635108765e+00,0.000000000000000000e+00
-8.728122338652610779e-03,1.394256114959716797e+00,-9.361427277326583862e-02,-1.701603233814239502e-01,-2.179112099111080170e-02,-9.001614153385162354e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.355572587844278587e+00,0.000000000000000000e+00
-9.841347113251686096e-03,1.391146659851074219e+00,-1.060517430305480957e-01,-1.382811516523361206e-01,-2.700866386294364929e-02,-1.043604835867881775e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.483009661283585912e+00,0.000000000000000000e+00
-1.095447503030300140e-02,1.387437462806701660e+00,-1.060365661978721619e-01,-1.649623811244964600e-01,-3.222475945949554443e-02,-1.043314486742019653e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.335221372075096724e+00,0.000000000000000000e+00
-1.199445687234401703e-02,1.383123636245727539e+00,-9.687735140323638916e-02,-1.918981075286865234e-01,-3.927565738558769226e-02,-1.410311758518218994e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.190828019644270430e+00,0.000000000000000000e+00
-1.311969757080078125e-02,1.378213405609130859e+00,-1.075701117515563965e-01,-2.183668464422225952e-01,-4.417587444186210632e-02,-9.801317006349563599e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.875940231995882446e+00,0.000000000000000000e+00
-1.415557879954576492e-02,1.372707247734069824e+00,-9.636677056550979614e-02,-2.449529320001602173e-01,-5.131580680608749390e-02,-1.428115516901016235e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.174703037503972869e+00,0.000000000000000000e+00
-1.527471560984849930e-02,1.366601467132568359e+00,-1.068270355463027954e-01,-2.715428769588470459e-01,-5.635369569063186646e-02,-1.007672324776649475e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.781799973172211171e+00,0.000000000000000000e+00
-1.619415357708930969e-02,1.360607385635375977e+00,-8.768506348133087158e-02,-2.665788233280181885e-01,-6.057977303862571716e-02,-8.452903479337692261e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.928014241909408621e-01,1.000000000000000000e+00
-1.702013052999973297e-02,1.353994250297546387e+00,-7.594531774520874023e-02,-2.941975593566894531e-01,-6.717315316200256348e-02,-1.318793743848800659e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.350321145592089156e+00,0.000000000000000000e+00
-1.792516745626926422e-02,1.346788883209228516e+00,-8.586607128381729126e-02,-3.204562366008758545e-01,-7.176630944013595581e-02,-9.187164157629013062e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.561897678276464863e+00,0.000000000000000000e+00
-1.892900466918945312e-02,1.338982582092285156e+00,-9.825025498867034912e-02,-3.470491170883178711e-01,-7.388047128915786743e-02,-4.228701069951057434e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.355012981825494567e+00,0.000000000000000000e+00
-2.001705206930637360e-02,1.330579638481140137e+00,-1.088027730584144592e-01,-3.734643757343292236e-01,-7.387819886207580566e-02,4.525362601270899177e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.021360555681353421e+00,0.000000000000000000e+00
-2.103767357766628265e-02,1.321562528610229492e+00,-1.003400310873985291e-01,-4.008489549160003662e-01,-7.558735460042953491e-02,-3.418626263737678528e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.723503040450565349e+00,0.000000000000000000e+00
-2.212076261639595032e-02,1.311947345733642578e+00,-1.081614643335342407e-01,-4.273509383201599121e-01,-7.572679221630096436e-02,-2.789111109450459480e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.845281206787091177e+00,0.000000000000000000e+00
-2.326688729226589203e-02,1.301731944084167480e+00,-1.160754412412643433e-01,-4.539504349231719971e-01,-7.428440451622009277e-02,2.885043621063232422e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.639321412460047922e+00,1.000000000000000000e+00
-2.449865266680717468e-02,1.290928125381469727e+00,-1.268116980791091919e-01,-4.799880385398864746e-01,-7.068090140819549561e-02,7.207641005516052246e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.381862561848435034e+00,0.000000000000000000e+00
-2.578954771161079407e-02,1.279537916183471680e+00,-1.342377066612243652e-01,-5.060017108917236328e-01,-6.557934731245040894e-02,1.020399555563926697e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.088339735276518949e+00,0.000000000000000000e+00
-2.717418596148490906e-02,1.267562866210937500e+00,-1.460086554288864136e-01,-5.319100618362426758e-01,-5.811010673642158508e-02,1.493982970714569092e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-8.967917721798517317e-01,0.000000000000000000e+00
-2.847204171121120453e-02,1.254960775375366211e+00,-1.351007223129272461e-01,-5.598961114883422852e-01,-5.285109579563140869e-02,1.051803380250930786e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-6.849992606514365701e-01,1.000000000000000000e+00
-2.983894385397434235e-02,1.241760015487670898e+00,-1.437700092792510986e-01,-5.864657759666442871e-01,-4.585644230246543884e-02,1.398932039737701416e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-8.006003214594545891e-01,0.000000000000000000e+00
-3.126611560583114624e-02,1.227958798408508301e+00,-1.513399332761764526e-01,-6.131566762924194336e-01,-3.734784200787544250e-02,1.701720952987670898e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.756135743123980131e-01,0.000000000000000000e+00
-3.264036029577255249e-02,1.214860439300537109e+00,-1.461292803287506104e-01,-5.819547176361083984e-01,-2.874399349093437195e-02,1.720767766237258911e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,5.019842653547539335e+00,1.000000000000000000e+00
-3.393926471471786499e-02,1.201151132583618164e+00,-1.366788297891616821e-01,-6.091867089271545410e-01,-2.203816547989845276e-02,1.341165900230407715e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-4.236239848593175150e-01,0.000000000000000000e+00
-3.533277660608291626e-02,1.186835408210754395e+00,-1.485455185174942017e-01,-6.361466050148010254e-01,-1.295888889580965042e-02,1.815854310989379883e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.879932283467599330e-01,0.000000000000000000e+00
