obs0,obs1,obs2,obs3,action,reward,do_bool
-2.228585337616234823e-03,1.474406064168850838e-01,3.787034308566070845e-02,-3.006932153443276912e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.202267907214670618e-04,-4.820008154994823157e-02,3.185647877877415685e-02,3.688626052672505651e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.437748402774976347e-04,1.464508614444811618e-01,3.193025129982760696e-02,-2.787754262739551292e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.685242388612125563e-03,-4.911170045300755627e-02,2.635474277434850243e-02,2.380479005476349164e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.703008379551974481e-03,1.456225801800615227e-01,2.683083857544377171e-02,-2.604477965159290309e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.615459983153205256e-03,3.403514430573744143e-01,2.162188264512519137e-02,-5.445486389261389171e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.142248884430069333e-02,1.449324375753954230e-01,1.073090986660241337e-02,-2.451323094741608699e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.432113759580860152e-02,-5.034112443149971194e-02,5.828263677119195976e-03,5.091599598193785603e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.331431510717860645e-02,-2.455461596687742720e-01,6.846583596757953652e-03,3.454320755323436742e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.403391913803119617e-03,-5.052226729171002684e-02,1.375522510740482748e-02,5.491597320358404533e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.392946567968919358e-03,-2.458387193569523121e-01,1.485354457147650825e-02,3.519068440797341601e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.476172180829873219e-03,-4.411687132251648213e-01,2.189168145307119132e-02,6.492362955858419493e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.347202083673422930e-03,-2.463584489950748913e-01,3.487640736478803127e-02,3.635265582091279368e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.127437106357492141e-02,-5.174908899396626905e-02,4.214693852897059140e-02,8.204162224064942555e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.230935284345424652e-02,-2.474490751355095941e-01,4.378777097378357824e-02,3.877184458812063528e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.725833434616443757e-02,-5.297514874321365697e-02,5.154213989140770530e-02,1.091566614558653336e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.831783732102871057e-02,-2.487963513630553070e-01,5.372527312052501058e-02,4.176450695692954795e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.329376434828981518e-02,-5.447528040185911635e-02,6.207817451191091629e-02,1.423716617537625906e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.438326995632699584e-02,-2.504288274936644076e-01,6.492560774698616366e-02,4.539750679114455956e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.939184650620028233e-02,-5.628214315846860605e-02,7.400510910521507224e-02,1.824433417739103058e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.051748936936965473e-02,1.377071413098671371e-01,7.765397594069327336e-02,-8.600647709557568410e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.776334654317231046e-02,3.316350574722921607e-01,7.593384639878175690e-02,-3.532144017321781071e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.113064539372646808e-02,1.355201003767287082e-01,6.886955836413818921e-02,-3.758654697580021686e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.842024338619189378e-02,3.295903306695112667e-01,6.811782742462219042e-02,-3.077701584386469680e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.182843677280166761e-02,5.236788876155960004e-01,6.196242425584925356e-02,-5.782166637593560976e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.354859020489746976e-03,7.178801910350260940e-01,5.039809098066212745e-02,-8.507542957450968668e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.300274480021077449e-02,5.221086068399524160e-01,3.338300506576018928e-02,-5.426590135495539258e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.344491693700982357e-02,7.167458760964502407e-01,2.252982479476910854e-02,-8.246394704077517623e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.777983445893882963e-02,5.213231265218688515e-01,6.037035386614073712e-03,-5.249565311737844908e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.820629698937620861e-02,3.261167411420746731e-01,-4.462095236861616382e-03,-2.303774113045192751e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
