obs0,obs1,obs2,obs3,action,reward,do_bool
2.826277802698771296e-02,1.968890481712462504e-01,-1.113208479997867401e-02,-2.919190379207763364e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.220055899041263797e-02,1.927576417915827234e-03,-1.697046555839420295e-02,-2.767715642019774602e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.223911051877095119e-02,-1.929469341608835986e-01,-1.702581987123459942e-02,2.845128814310703969e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.838017183555327852e-02,2.413657207503805413e-03,-1.133556224261319037e-02,-1.349088272499587848e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.842844497970335380e-02,1.976963250567634334e-01,-1.160537989711310849e-02,-3.097286489980070057e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.238237148083862593e-02,2.741632067656901706e-03,-1.779995287707324819e-02,-2.072820747481390891e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.243720412219176091e-02,-1.921205860869569515e-01,-1.821451702656952734e-02,2.662859063113778846e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.859479240045262327e-02,3.256527799534614243e-03,-1.288879890034196930e-02,-3.208592276775196206e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.865992295644331431e-02,-1.916782432566092875e-01,-1.353051735569700889e-02,2.565027450997309222e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.482635809131112856e-02,3.634247024306452856e-03,-8.400462453702389060e-03,-4.041702384569728634e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.489904303179725845e-02,-1.913662414651229327e-01,-9.208802930616334301e-03,2.496036814728065378e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.107171820249479841e-02,-3.863554822866387406e-01,-4.216729301160203336e-03,5.393677913805812185e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.334460855676202276e-02,-5.814179031698083477e-01,6.570626526451421937e-03,8.307191066932133605e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.716250493365855875e-03,-3.863863740099747757e-01,2.318500866031569102e-02,5.401098783211009113e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-6.011476986833639950e-03,-1.915978728055307556e-01,3.398720622673771091e-02,2.548214355074761017e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.843434442944255791e-03,3.022736759255684191e-03,3.908363493688723350e-02,-2.695057094466063452e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.782979707759141899e-03,1.975630369737904901e-01,3.854462351799402275e-02,-3.070505114271801506e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.831718968283331611e-03,1.913649566237879407e-03,3.240361328945041974e-02,-2.465095263362582223e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.793445976958574301e-03,1.965562620408334848e-01,3.235431138418316810e-02,-2.847507519447860513e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.862320736141904153e-03,9.881597071015602030e-04,2.665929634528744693e-02,1.795838229251078833e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.842557541999873027e-03,-1.945057713085782125e-01,2.701846399113766103e-02,3.189319839274664670e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.732672968171437407e-03,-3.900018976205135157e-01,3.339710366968699079e-02,6.200116081606499296e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.353271092058170796e-02,-5.855739781126124699e-01,4.579733583289999355e-02,9.230230665194780748e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
