obs0,obs1,obs2,obs3,action,reward,do_bool
1.581387845473145731e-02,2.366598609260389119e-01,-1.227546172212148554e-02,-3.261777034653002838e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.054707567325223666e-02,4.171481531485249361e-02,-1.879901579142749177e-02,-3.739106163829108986e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.138137197954928514e-02,-1.531325817449994131e-01,-1.954683702419331495e-02,2.493018056215562384e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.831872034464929536e-02,-3.479700128992729846e-01,-1.456080091176218880e-02,5.357557175473257605e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.135932008666383497e-02,-1.526463752929317630e-01,-3.845686560815672617e-03,2.385205953265825407e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.306392580805200057e-03,-3.477131766459654605e-01,9.247253457159779200e-04,5.299880046199607619e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.352129047885891090e-03,-1.526042461331324207e-01,1.152448543811519267e-02,2.375966031943135270e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.699955874776757497e-03,4.235118192522902003e-02,1.627641750200146259e-02,-5.142899581551135801e-02,1.000000000000000000e+00,1.000000000000000000e+00
-8.529322362721771010e-04,-1.530003272568166428e-01,1.524783758569123529e-02,2.463445096257488309e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.912938781408510300e-03,-3.483366953743106675e-01,2.017472777820621122e-02,5.437976917318019243e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.087967268889472421e-02,-1.535039823958711525e-01,3.105068161284224929e-02,2.575390634134863688e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.394975233681214691e-02,4.116122304054278813e-02,3.620146288111197874e-02,-2.519055842762812913e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.312652787600129128e-02,2.357458169325518382e-01,3.569765171255941810e-02,-3.062353056200039503e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.411611537350253964e-03,4.013384107072343054e-02,2.957294560015933868e-02,-2.511395787449577366e-03,0.000000000000000000e+00,1.000000000000000000e+00
-7.608934715935784972e-03,2.348194656734299834e-01,2.952271768441034824e-02,-2.857189651720124512e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.912545402467185338e-03,4.295082022114651288e-01,2.380833838097010102e-02,-5.689463943307473404e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.677618641762118001e-03,6.242882769632445150e-01,1.242941049435515415e-02,-8.540347137324686422e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.816338418102701052e-02,4.289991399957295282e-01,-4.651283780294218975e-03,-5.574694830947249935e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.674336698094160331e-02,2.339427925749179848e-01,-1.580067344218871739e-02,-2.662555994096966749e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.142222283243996384e-02,3.904987563283401908e-02,-2.112578543038265075e-02,2.140207915273861783e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.220322034509664338e-02,2.344683213169907465e-01,-2.069774384732787909e-02,-2.778706994759893578e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.689258677143646137e-02,4.298793401799594349e-01,-2.625515783684766527e-02,-5.770091471748113321e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.549017357503565284e-02,2.351350465886467567e-01,-3.779534078034389039e-02,-2.927115134065372826e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.019287450680858659e-02,4.057178799453878271e-02,-4.364957104847463909e-02,-1.218423399083151670e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.100431026669936113e-02,-1.538978716374799494e-01,-4.389325572829126665e-02,2.664135102767168362e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.792635283394976187e-02,4.182215313480625030e-02,-3.856498552275693104e-02,-3.978423787917539922e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.876279589664588715e-02,-1.527261665226719300e-01,-3.936067028034043874e-02,2.404859653224407645e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.570827256619244827e-02,-3.472643896526304008e-01,-3.455095097389162401e-02,5.204982368648585211e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.876298477313983720e-02,-5.418833613080781264e-01,-2.414098623659445553e-02,8.020965055636303243e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.792531754697827329e-02,-3.464388112642060591e-01,-8.099056125321850430e-03,5.019183426982674057e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.099654132169415099e-02,-1.512036403842731414e-01,1.939310728643497614e-03,2.066940946522723421e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.797246851400868817e-02,-3.463532695535428418e-01,6.073192621688944942e-03,4.999881449456833882e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.104540312293783230e-02,-5.415603090947826992e-01,1.607295552060261298e-02,7.945788119650388781e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.141969410421780406e-04,-7.368991383474605694e-01,3.196453175990339457e-02,1.092274454262445849e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.452378582590703286e-02,-5.422126438270247206e-01,5.381002084515230932e-02,8.097898598624211353e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.536803870244752623e-02,-3.478676446609142436e-01,7.000581804240073314e-02,5.345068190649862050e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.232539159566581027e-02,-1.537963851620438027e-01,8.069595442370045002e-02,2.646778724122182958e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.540131929890668466e-02,4.008661454663961510e-02,8.598951187194481260e-02,-1.501369484480319372e-03,1.000000000000000000e+00,1.000000000000000000e+00
-3.459958700797389347e-02,2.338768307766899701e-01,8.595948448225521066e-02,-2.658628910558678005e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.992205039244009296e-02,4.276734608886618716e-01,8.064222666113785021e-02,-5.302435428797269701e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.136858117466685497e-02,6.215739222865902525e-01,7.003735580354331081e-02,-7.964658958992243409e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.937102728935050061e-03,4.255643607044161114e-01,5.410803788555882538e-02,-4.825982101601055119e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.258155148467272777e-04,2.297221356621633459e-01,4.445607368235671153e-02,-1.733647880471649305e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.168627198396539918e-03,3.399304793766949606e-02,4.098877792141341486e-02,1.330045514609672352e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.848488157149929978e-03,2.285046270639370380e-01,4.364886895063276040e-02,-1.464704286579152082e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.418580698428671849e-03,4.229752044450312276e-01,4.071946037747445346e-02,-4.250697633947994603e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.787808478732929446e-02,2.273008244052507620e-01,3.221806510957846148e-02,-1.198332783868729101e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.242410127543430914e-02,4.219467138573971265e-01,2.982139954184100453e-02,-4.021801207581596205e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.086303555258225126e-02,6.166332764477679973e-01,2.177779712667781212e-02,-6.853139288678544716e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.319570108153761301e-02,4.212158567631947292e-01,8.071518549320722338e-03,-3.858551411518523211e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.162001821680151092e-02,2.259802562555930094e-01,3.544157262836758471e-04,-9.063827926533929435e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.613962334191337222e-02,4.210971256826524511e-01,-1.458349859023110083e-03,-3.832093668030359668e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.456156585556642458e-02,2.259959107315518967e-01,-9.122537195083829306e-03,-9.098661028655680161e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.908148407019745751e-02,3.100589643190912459e-02,-1.094226940081496555e-02,1.988042521099055437e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.970160199883564112e-02,2.262826306200787507e-01,-6.966184358616854359e-03,-9.731027651407803125e-02,1.000000000000000000e+00,1.000000000000000000e+00
7.422725461123722002e-02,3.126120956383593441e-02,-8.912389888898414672e-03,1.931667155027701477e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.485247880251394426e-02,-1.637321228748806756e-01,-5.049055578843011927e-03,4.830248899564880682e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.157783634501632686e-02,3.146072458849630271e-02,4.611442220286749230e-03,1.887549347532772592e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.220705083678624625e-02,2.265163987008611546e-01,8.386540915352295317e-03,-1.024697062605531839e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.673737881080347489e-02,4.215171626729674603e-01,6.337146790141232056e-03,-3.924949517550835876e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.516772206426281855e-02,2.263058559821205518e-01,-1.512752244960439973e-03,-9.782076269414602399e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.969383918390523569e-02,3.120561835676913254e-02,-3.469167498843360280e-03,1.943845099001854093e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.031795155104062334e-02,2.263770223586998587e-01,4.185226991603478372e-04,-9.939076761938797633e-02,1.000000000000000000e+00,1.000000000000000000e+00
9.484549199821462606e-02,3.124907544635005530e-02,-1.569292653227411741e-03,1.934241727849568826e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.547047350714162051e-02,-1.638503919806002795e-01,2.299190802471725789e-03,4.856116417241918004e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.219346566752961714e-02,3.123903910116024307e-02,1.201142363695556145e-02,1.936542300743595013e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.281824644955281867e-02,-1.640526559600567758e-01,1.588450823844275023e-02,4.901019148769523714e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.953719333035167760e-02,3.084165083676626562e-02,2.568654653598179821e-02,2.024671843898046553e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.015402634708699625e-02,2.255870087395557555e-01,2.973589022377789298e-02,-8.200347395698320829e-02,1.000000000000000000e+00,1.000000000000000000e+00
