obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-4.264450166374444962e-03,1.410054206848144531e+00,-2.101638764142990112e-01,-3.187314420938491821e-02,3.122446127235889435e-03,1.204723399132490158e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.061686570982612654e-01,1.000000000000000000e+00
-6.359958555549383163e-03,1.408737182617187500e+00,-2.101658880710601807e-01,-5.853285640478134155e-02,3.724391106516122818e-03,1.204015500843524933e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.890469472879885870e-01,0.000000000000000000e+00
-8.455562405288219452e-03,1.406820297241210938e+00,-2.101678103208541870e-01,-8.520419150590896606e-02,4.325941670686006546e-03,1.203186996281147003e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.313531699974760159e-01,1.000000000000000000e+00
-1.055126171559095383e-02,1.404303193092346191e+00,-2.101695835590362549e-01,-1.118726655840873718e-01,4.927378147840499878e-03,1.202995888888835907e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.405904325065819194e-01,0.000000000000000000e+00
-1.264686603099107742e-02,1.401185989379882812e+00,-2.101713418960571289e-01,-1.385409682989120483e-01,5.528729874640703201e-03,1.202809624373912811e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113700900918217940e+00,0.000000000000000000e+00
-1.474246941506862640e-02,1.397468924522399902e+00,-2.101731002330780029e-01,-1.652092337608337402e-01,6.129984278231859207e-03,1.202622894197702408e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.251246468953695512e+00,0.000000000000000000e+00
-1.683807373046875000e-02,1.393151640892028809e+00,-2.101748734712600708e-01,-1.918775737285614014e-01,6.731136236339807510e-03,1.202426105737686157e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.356332484587198906e+00,0.000000000000000000e+00
-1.893377304077148438e-02,1.388234615325927734e+00,-2.101766169071197510e-01,-2.185459583997726440e-01,7.332200184464454651e-03,1.202248968183994293e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.433346137960455735e+00,0.000000000000000000e+00
-2.109317854046821594e-02,1.382718682289123535e+00,-2.181726247072219849e-01,-2.451665550470352173e-01,9.535607881844043732e-03,4.407215118408203125e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.199468910782683029e+00,1.000000000000000000e+00
-2.325267717242240906e-02,1.376602649688720703e+00,-2.181797921657562256e-01,-2.718353569507598877e-01,1.173798739910125732e-02,4.405161365866661072e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.650007826903646446e+00,0.000000000000000000e+00
-2.549505233764648438e-02,1.369886636734008789e+00,-2.285659313201904297e-01,-2.985253930091857910e-01,1.602096483111381531e-02,8.566743135452270508e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.532228449821217087e+00,1.000000000000000000e+00
-2.773752249777317047e-02,1.362571001052856445e+00,-2.285791188478469849e-01,-3.251954019069671631e-01,2.030240744352340698e-02,8.563657104969024658e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.852514631240296694e+00,0.000000000000000000e+00
-3.005247190594673157e-02,1.354643702507019043e+00,-2.376631498336791992e-01,-3.524213731288909912e-01,2.640580944716930389e-02,1.220789775252342224e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.610448808433572854e+00,0.000000000000000000e+00
-3.229350969195365906e-02,1.346124410629272461e+00,-2.283807992935180664e-01,-3.787187635898590088e-01,3.064046986401081085e-02,8.470104634761810303e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.324997702200362282e+00,0.000000000000000000e+00
-3.453464433550834656e-02,1.337005257606506348e+00,-2.283921539783477783e-01,-4.053889214992523193e-01,3.487567231059074402e-02,8.471168577671051025e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.822290134554691576e+00,0.000000000000000000e+00
-3.669939190149307251e-02,1.327289819717407227e+00,-2.188108712434768677e-01,-4.318530261516571045e-01,3.718579187989234924e-02,4.620671644806861877e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.178016406458765486e+00,0.000000000000000000e+00
-3.886413574218750000e-02,1.316974520683288574e+00,-2.188167870044708252e-01,-4.585223793983459473e-01,3.949637711048126221e-02,4.621589556336402893e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.599680685215020048e+00,0.000000000000000000e+00
-4.102897644042968750e-02,1.306059122085571289e+00,-2.188229262828826904e-01,-4.851917028427124023e-01,4.180620983242988586e-02,4.620087146759033203e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.566093859110225139e+00,1.000000000000000000e+00
-4.309682920575141907e-02,1.294552683830261230e+00,-2.066398113965988159e-01,-5.113897919654846191e-01,4.166804999113082886e-02,-2.763596596196293831e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-8.035097956525578677e-01,1.000000000000000000e+00
-4.516468197107315063e-02,1.282446265220642090e+00,-2.066384851932525635e-01,-5.380584001541137695e-01,4.153092205524444580e-02,-2.742825541645288467e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.264677856210880691e+00,1.000000000000000000e+00
-4.732074588537216187e-02,1.270432353019714355e+00,-2.151476889848709106e-01,-5.339366197586059570e-01,4.107128456234931946e-02,-9.193581528961658478e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.010756391106877983e+00,1.000000000000000000e+00
-4.947013780474662781e-02,1.258819818496704102e+00,-2.146341353654861450e-01,-5.161115527153015137e-01,4.077048599720001221e-02,-6.016316823661327362e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.551375666132753572e+00,0.000000000000000000e+00
-5.148544162511825562e-02,1.247639060020446777e+00,-2.019861191511154175e-01,-4.969328343868255615e-01,4.122143611311912537e-02,9.019693359732627869e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.018737612404732040e+00,0.000000000000000000e+00
-5.367631837725639343e-02,1.236632943153381348e+00,-2.188212126493453979e-01,-4.891500473022460938e-01,4.095710813999176025e-02,-5.286953411996364594e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.718237628401481754e-01,0.000000000000000000e+00
-5.580491945147514343e-02,1.225016593933105469e+00,-2.110066413879394531e-01,-5.162333250045776367e-01,3.913364186882972717e-02,-3.646954521536827087e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-8.794258371990497647e-01,1.000000000000000000e+00
-5.793094635009765625e-02,1.213879227638244629e+00,-2.108994424343109131e-01,-4.949508607387542725e-01,3.745168074965476990e-02,-3.363897278904914856e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.939029627533511935e+00,0.000000000000000000e+00
-6.019344180822372437e-02,1.202661156654357910e+00,-2.239680737257003784e-01,-4.985325634479522705e-01,3.519869223237037659e-02,-4.505982622504234314e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.826130704379920755e-01,0.000000000000000000e+00
-6.252183765172958374e-02,1.190834879875183105e+00,-2.322362661361694336e-01,-5.255926847457885742e-01,3.460577502846717834e-02,-1.185873709619045258e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.609833928218505461e+00,0.000000000000000000e+00
-6.482686847448348999e-02,1.179916381835937500e+00,-2.301827967166900635e-01,-4.852623045444488525e-01,3.428085520863533020e-02,-6.498154252767562866e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.563006950045502386e+00,0.000000000000000000e+00
-6.706953048706054688e-02,1.168412327766418457e+00,-2.223413437604904175e-01,-5.112430453300476074e-01,3.237756341695785522e-02,-3.806557506322860718e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-7.447436759560435160e-01,0.000000000000000000e+00
-6.939306110143661499e-02,1.156305909156799316e+00,-2.324854582548141479e-01,-5.380679965019226074e-01,3.250668570399284363e-02,2.582125598564743996e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.712630896205154185e+00,0.000000000000000000e+00
-7.164764404296875000e-02,1.143607139587402344e+00,-2.238241881132125854e-01,-5.643535852432250977e-01,3.089747577905654907e-02,-3.218431770801544189e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-7.126168556698349033e-01,0.000000000000000000e+00
-7.405643165111541748e-02,1.131782531738281250e+00,-2.386697828769683838e-01,-5.255013108253479004e-01,2.871513925492763519e-02,-4.364678263664245605e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.078575237991469926e+00,0.000000000000000000e+00
