obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-1.474084891378879547e-02,1.402867436408996582e+00,-7.395502924919128418e-01,-1.915870010852813721e-01,1.498647127300500870e-02,1.278797835111618042e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.384521417450582714e-01,1.000000000000000000e+00
-2.199916914105415344e-02,1.397960066795349121e+00,-7.304399013519287109e-01,-2.181547582149505615e-01,1.954468153417110443e-02,9.117265790700912476e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.595597477326020919e-01,0.000000000000000000e+00
-2.934951707720756531e-02,1.392444968223571777e+00,-7.419850230216979980e-01,-2.452205866575241089e-01,2.641788683831691742e-02,1.374768018722534180e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.092984741065008425e+00,1.000000000000000000e+00
-3.660221025347709656e-02,1.386346101760864258e+00,-7.297111749649047852e-01,-2.711400389671325684e-01,3.081643208861351013e-02,8.797879517078399658e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,4.226364763355843213e-01,0.000000000000000000e+00
-4.376668855547904968e-02,1.379648923873901367e+00,-7.186462283134460449e-01,-2.977054715156555176e-01,3.299480304121971130e-02,4.357137903571128845e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,4.595455616267554166e-01,0.000000000000000000e+00
-5.093107372522354126e-02,1.372351408004760742e+00,-7.186517119407653809e-01,-3.243741691112518311e-01,3.517325222492218018e-02,4.357325285673141479e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.728376782527107025e-01,1.000000000000000000e+00
-5.802707746624946594e-02,1.364456892013549805e+00,-7.100535631179809570e-01,-3.508795201778411865e-01,3.562449663877487183e-02,9.025638923048973083e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.302919292043224875e-01,0.000000000000000000e+00
-6.503496319055557251e-02,1.355972528457641602e+00,-6.989814043045043945e-01,-3.770461380481719971e-01,3.385094553232192993e-02,-3.547442704439163208e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.459864582233148855e-01,0.000000000000000000e+00
-7.212381064891815186e-02,1.348040819168090820e+00,-7.068239450454711914e-01,-3.524733781814575195e-01,3.181599825620651245e-02,-4.070298373699188232e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.095413848629402720e+00,0.000000000000000000e+00
-7.913751900196075439e-02,1.339512109756469727e+00,-6.974084973335266113e-01,-3.789794743061065674e-01,2.789400704205036163e-02,-7.844737172126770020e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.849053882855241415e-01,0.000000000000000000e+00
-8.615112304687500000e-02,1.330383539199829102e+00,-6.973962783813476562e-01,-4.056439399719238281e-01,2.397325634956359863e-02,-7.842179387807846069e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.626971986101580114e-02,1.000000000000000000e+00
-9.323139488697052002e-02,1.320655107498168945e+00,-7.057553529739379883e-01,-4.323428273200988770e-01,2.173040620982646942e-02,-4.486119002103805542e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.693694849044891537e-01,0.000000000000000000e+00
-1.002312675118446350e-01,1.310336828231811523e+00,-6.956802606582641602e-01,-4.585318267345428467e-01,1.746561937034130096e-02,-8.530357480049133301e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.195608901757804876e-01,0.000000000000000000e+00
-1.071339622139930725e-01,1.299426555633544922e+00,-6.834912896156311035e-01,-4.848343133926391602e-01,1.076025888323783875e-02,-1.341193914413452148e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.194621356705711124e+00,0.000000000000000000e+00
-1.141330748796463013e-01,1.287906646728515625e+00,-6.955895423889160156e-01,-5.119689702987670898e-01,6.486837286502122879e-03,-8.547617495059967041e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.084458675864452770e+00,0.000000000000000000e+00
-1.210561767220497131e-01,1.275782108306884766e+00,-6.860631108283996582e-01,-5.388609170913696289e-01,3.064020420424640179e-04,-1.236201524734497070e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.625963160459957368e-01,1.000000000000000000e+00
-1.279791891574859619e-01,1.263057827949523926e+00,-6.860439181327819824e-01,-5.655323266983032227e-01,-5.871786735951900482e-03,-1.235750913619995117e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.028506130195324886e+00,1.000000000000000000e+00
-1.347890794277191162e-01,1.250566244125366211e+00,-6.752547025680541992e-01,-5.552085041999816895e-01,-1.153688225895166397e-02,-1.133123636245727539e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.794187502907658383e+00,0.000000000000000000e+00
-1.415987014770507812e-01,1.237474918365478516e+00,-6.752387285232543945e-01,-5.818867087364196777e-01,-1.720156334340572357e-02,-1.133038774132728577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.057483835745955503e+00,0.000000000000000000e+00
-1.484082192182540894e-01,1.223784089088439941e+00,-6.752222776412963867e-01,-6.085563898086547852e-01,-2.286519855260848999e-02,-1.132828220725059509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.048603562799314659e+00,0.000000000000000000e+00
