obs0,obs1,obs2,obs3,action,reward
-1.717985241164482133e-02,-1.464957699442900885e-01,1.985045261078509024e-02,2.620435354589038535e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.010976781053062240e-02,-3.418953681241868048e-01,2.509132331996316578e-02,5.609208379158898694e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.694767517301435711e-02,-1.471343810658329032e-01,3.630974007828096511e-02,2.762473899522661092e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.989036279433101434e-02,4.745123257451322463e-02,4.183468787732629035e-02,-4.765927721279206164e-03,1.000000000000000000e+00,1.000000000000000000e+00
-2.894133814284075013e-02,2.419490211665083768e-01,4.173936932290070456e-02,-2.839615379733961831e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.410235771951058092e-02,4.364515662780431571e-01,3.606013856343277812e-02,-5.631934376944001119e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.537332639394971799e-02,2.408426679219973221e-01,2.479626980954477422e-02,-2.593714538389199631e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.055647303550977245e-02,4.356020170665113600e-01,1.960884073276637427e-02,-5.441313143005930275e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.844432694179545459e-03,2.402100788291231526e-01,8.726214446754513090e-03,-2.453351225257410784e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.959768882402917869e-03,4.352063156878333006e-01,3.819511996239691697e-03,-5.352528671388995241e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.166389519615958388e-02,2.400308635325417994e-01,-6.885545346538298785e-03,-2.413688906198026007e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.646451246681042077e-02,4.500794317015177626e-02,-1.171292315893435187e-02,4.913422098029351925e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.736467133021345546e-02,2.402958715941315160e-01,-1.073023873932848170e-02,-2.472210985158607155e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.217058876209608564e-02,4.532879856567786914e-02,-1.567466070964569635e-02,4.205804544355024044e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.307716473340964275e-02,2.406719719599325069e-01,-1.483349980077469134e-02,-2.555288807986565991e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.789060417260829511e-02,4.576491649990996335e-02,-1.994407741674782131e-02,3.243864952022734727e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.880590250260649590e-02,2.411671122640902387e-01,-1.929530442634327589e-02,-2.664695228104144165e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.362924474788830248e-02,4.632578591427222170e-02,-2.462469488255156561e-02,2.006559504977656339e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.455576046617375024e-02,2.417920679972064280e-01,-2.422338298155603600e-02,-2.802838667374767945e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.939160182611788075e-02,4.702388393827586222e-02,-2.982906031630557300e-02,4.661721962869846969e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.033207950488339882e-02,2.425606464790418804e-01,-2.973582587704817759e-02,-2.972813873255939487e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.518329243446423532e-02,4.380935910961256674e-01,-3.568145362356005962e-02,-5.991921878053729777e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.394516425638674895e-02,2.434885556806611062e-01,-4.766529737966752195e-02,-3.179585598874581365e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.881493536999997385e-02,4.907675514236248260e-02,-5.402446857741668301e-02,-4.068036283513670748e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.979647047284722405e-02,-1.452305442285836690e-01,-5.483807583411941938e-02,2.344798857421906968e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.689185958827554929e-02,-3.395278426152764650e-01,-5.014847811927560656e-02,5.093734079540683801e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.010130273597002137e-02,-5.339087463751162055e-01,-3.996100996019423535e-02,7.858407348003630943e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.942312780846769782e-02,-7.284595573959752324e-01,-2.424419526418697401e-02,1.065688565935057230e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.485393666054819262e-02,-5.330253085791388790e-01,-2.930423945485829962e-03,7.654962477295345069e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.419343048896541497e-02,-3.378631289594061782e-01,1.237950100910486032e-02,4.718926918416389560e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.436167909777291300e-03,-1.429181962826356067e-01,2.181735484593763999e-02,1.831371796579385758e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.577803984124578784e-03,5.188489152569672469e-02,2.548009843909641164e-02,-1.025841170810000702e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.615501814638513070e-03,2.466325910664333709e-01,2.342841609747640941e-02,-3.871205053137233842e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.054815363596717931e-02,4.414142710050873442e-01,1.568600599120194283e-02,-6.723255192750738907e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.937643905606892605e-02,2.460778300901760030e-01,2.239495605700464811e-03,-3.747454075313228494e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.429799565787244681e-02,4.411678990100669218e-01,-5.255412544925992455e-03,-6.667213659213969690e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.312135363807378746e-02,2.461194317518322905e-01,-1.858983986335393385e-02,-3.756977895360829045e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.804374227311043549e-02,5.126639141737951433e-02,-2.610379565407559138e-02,-8.893382901264113016e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.906907010145802689e-02,-1.434718573402063990e-01,-2.788247223432841274e-02,1.954003832304905819e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.619963295465390002e-02,5.203760489702100034e-02,-2.397446456971859957e-02,-1.059462057067853680e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.724038505259431864e-02,-1.427327218367640538e-01,-2.609338868385430860e-02,1.790775091998607627e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.438573061585904062e-02,-3.374717422188424631e-01,-2.251183849985709251e-02,4.634160164224895295e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.763629577148219232e-02,-1.420390093092565031e-01,-1.324351817140730254e-02,1.637232738814318744e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.479551558529706143e-02,5.326999846018820595e-02,-9.969052693778665541e-03,-1.331080271264096226e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.586091555450082541e-02,2.485333188142023475e-01,-1.263121323630685827e-02,-4.289193064775193576e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.083158193078487305e-02,5.359250702021972623e-02,-2.120959936585724639e-02,-1.402448931663584641e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.190343207118926522e-02,-1.412193542822837433e-01,-2.401449722918441720e-02,1.456720198760540486e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.907904498554358952e-02,-3.359893148008701314e-01,-2.110105683166333540e-02,4.306831387975403325e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.235925868952618606e-02,-1.405750171887105160e-01,-1.248739405571252896e-02,1.314236964471431346e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.954775834575197407e-02,5.472356428316438315e-02,-9.858920126769666128e-03,-1.651725340819831800e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.064222963141526188e-02,-1.402558804993133679e-01,-1.316237080840933042e-02,1.243839438907975992e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.783711202142899271e-02,5.505214219567519662e-02,-1.067469193059337844e-02,-1.724223382553246586e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.893815486534249776e-02,-1.399154140300287730e-01,-1.412313869569987133e-02,1.168740341401558469e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.613984658474192091e-02,-3.348321893159772467e-01,-1.178565801289675405e-02,4.050679737906346389e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.443202798422374589e-03,-1.395451014633312115e-01,-3.684298537084060299e-03,1.086927828216632808e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.652300769155750255e-03,-3.346140636471234275e-01,-1.510442880650794770e-03,4.002110588725064089e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.998050378671829524e-05,-1.394707191006096525e-01,6.493778296799333771e-03,1.070523059201507476e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.829394885798911484e-03,5.555757529679314355e-02,8.634824415202349210e-03,-1.835748101623508877e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.718243379863048509e-03,2.505549167377699726e-01,4.963328211955331248e-03,-4.735213112807626912e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.292854954892351395e-03,5.536322287543518628e-02,-4.507098013659923200e-03,-1.792781643326719632e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.400119412401055224e-03,2.505493801535458309e-01,-8.092661300313361977e-03,-4.733795088357866110e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.411107015471972814e-03,5.554264971246100635e-02,-1.756025147702909572e-02,-1.832582079881183157e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.052196000972119294e-02,-1.393236925564789452e-01,-2.122541563679146079e-02,1.038337908717927860e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.735486158591613551e-03,5.609590653306378849e-02,-1.914873981935560562e-02,-1.954693838151707608e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.857404289252890014e-03,2.514864561732000348e-01,-2.305812749565902195e-02,-4.941308618738348146e-01,1.000000000000000000e+00,1.000000000000000000e+00
