obs0,obs1,obs2,obs3,action,reward
1.302357525819846339e-02,-2.160793238880356626e-01,1.905370981224624102e-02,2.590059524678266500e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.701988780437749926e-03,-2.123449293723472797e-02,2.423382886160277416e-02,-2.760679090743245467e-02,1.000000000000000000e+00,1.000000000000000000e+00
8.277298921693055853e-03,-2.166954410291361821e-01,2.368169304345412590e-02,2.726225912775723792e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.943390101110332523e-03,-2.191926727195581126e-02,2.913414486900557307e-02,-1.249798003612073716e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.505004755671216506e-03,-2.174466637081000908e-01,2.888418526828315930e-02,2.892328778378042697e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.439285184907857618e-04,-2.274824881649528674e-02,3.466884282503924358e-02,5.797843853221407162e-03,1.000000000000000000e+00,1.000000000000000000e+00
-1.298893494820691549e-03,-2.183498070515047240e-01,3.478479970210367200e-02,3.092144726352430428e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.665889635850785561e-03,-4.139496662564398632e-01,4.096908915480853425e-02,6.126614439423868630e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.394488296097958283e-02,-2.194234931339738293e-01,5.322231803365626984e-02,3.331585722212286327e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.833335282365905830e-02,-4.152609772597998239e-01,5.988548947808083889e-02,6.421388228324318437e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.663857236885505686e-02,-6.111642998997544041e-01,7.272826593472947465e-02,9.530628545956225661e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.886185836685014661e-02,-4.170922904229452666e-01,9.178952302664192264e-02,6.840876599575063111e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.720370417530905111e-02,-6.133607499281734654e-01,1.054712762257920544e-01,1.004199243113375939e+00,0.000000000000000000e+00,1.000000000000000000e+00
-5.947091917387252458e-02,-4.197936193545228623e-01,1.255552610880595887e-01,7.464131052205944528e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.786679156096298016e-02,-2.266070514241587397e-01,1.404835231924714822e-01,4.957306560906057924e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.239893258944615773e-02,-4.234014471196065887e-01,1.503981363142835870e-01,8.291805784001978763e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.086696153183828284e-02,-6.202241347857297971e-01,1.669817478822875345e-01,1.165132406538384346e+00,0.000000000000000000e+00,1.000000000000000000e+00
-9.327144422755287434e-02,-8.170785469146205626e-01,1.902843960130552181e-01,1.505171737538202104e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.096130151658452900e-01,-6.247056514680467965e-01,2.203878307638192646e-01,1.277427371285966062e+00,1.000000000000000000e+00,1.000000000000000000e+00
