obs0,obs1,obs2,obs3,action,reward
-4.121371367806946073e-02,-2.402699739636963427e-01,2.192405652188091428e-02,3.362179505092898202e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.601911315734338870e-02,-4.546677758355524568e-02,2.864841553206671013e-02,5.052853558848030557e-02,1.000000000000000000e+00,1.000000000000000000e+00
-4.692844870901449056e-02,-2.409875543868716663e-01,2.965898624383631749e-02,3.521108385413919128e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.174819979675192305e-02,-4.365184408427767448e-01,3.670120301466415352e-02,6.539966414387575755e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.047856861360745989e-02,-2.419262251111231610e-01,4.978113584343930864e-02,3.730926108944297992e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.531709311582992172e-02,-4.377187006058762542e-01,5.724298806132790268e-02,6.810471050203926735e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.407146712794744625e-02,-2.434365471951134563e-01,7.086393016173575532e-02,4.069214554780949955e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.894019807184970983e-02,-4.394880368207623178e-01,7.900235927129765912e-02,7.210771783802425450e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.772995880826495174e-02,-2.455427406253360700e-01,9.342390283890250613e-02,4.542691657493670432e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.264081362077167259e-02,-4.418529569620789910e-01,1.025092861538898503e-01,7.748770641596048891e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.014778727600132574e-01,-2.482792340053366631e-01,1.180068274370819487e-01,5.161256969785135151e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.064434574401199873e-01,-4.448479451970966947e-01,1.283293413766522229e-01,8.435416812741157733e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.153404163440619190e-01,-6.414657166585722159e-01,1.452001750021345294e-01,1.173668537317373417e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.281697306772333622e-01,-8.381451714634865491e-01,1.686735457484820067e-01,1.508122228882262883e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.449326341065030888e-01,-1.034862369419541128e+00,1.988359903261272543e-01,1.848365613344975955e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.656298814948939102e-01,-1.231541458158298852e+00,2.358033025930267867e-01,2.195644890059359255e+00,0.000000000000000000e+00,1.000000000000000000e+00
