obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
1.418066024780273438e-02,1.421458482742309570e+00,7.171725034713745117e-01,2.212921977043151855e-01,-1.624710671603679657e-02,-1.607761830091476440e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.177548063941003420e-01,0.000000000000000000e+00
2.121229097247123718e-02,1.426877021789550781e+00,7.116273641586303711e-01,2.407068312168121338e-01,-2.461782842874526978e-02,-1.674301177263259888e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.757308624298377753e+00,0.000000000000000000e+00
2.824411354959011078e-02,1.431696057319641113e+00,7.116517424583435059e-01,2.140224575996398926e-01,-3.298712894320487976e-02,-1.674015820026397705e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.212613936223533528e-01,0.000000000000000000e+00
3.535785526037216187e-02,1.435905933380126953e+00,7.218984961509704590e-01,1.868372857570648193e-01,-4.341049492359161377e-02,-2.084868401288986206e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.763675266861183699e+00,0.000000000000000000e+00
4.255151748657226562e-02,1.439510345458984375e+00,7.319293618202209473e-01,1.597906053066253662e-01,-5.584063753485679626e-02,-2.486258745193481445e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.001205179717827409e+00,1.000000000000000000e+00
4.964904859662055969e-02,1.442532539367675781e+00,7.198271751403808594e-01,1.339069008827209473e-01,-6.582136452198028564e-02,-1.996331214904785156e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.464040498297731308e-01,0.000000000000000000e+00
5.665302276611328125e-02,1.444959640502929688e+00,7.080857753753662109e-01,1.075157150626182556e-01,-7.344032078981399536e-02,-1.523928642272949219e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.372377364161888824e-01,0.000000000000000000e+00
6.356058269739151001e-02,1.446786284446716309e+00,6.960057616233825684e-01,8.091420680284500122e-02,-7.863695174455642700e-02,-1.039424091577529907e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.899944366552926756e-01,0.000000000000000000e+00
7.038049399852752686e-02,1.448034405708312988e+00,6.849656105041503906e-01,5.531090870499610901e-02,-8.159210532903671265e-02,-5.910833552479743958e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.681022764813814963e-01,0.000000000000000000e+00
7.711782306432723999e-02,1.448693275451660156e+00,6.745966672897338867e-01,2.923209406435489655e-02,-8.245597034692764282e-02,-1.727835461497306824e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.800940901949115602e-01,0.000000000000000000e+00
