obs0,obs1,obs2,obs3,action,reward,do_bool
4.203932173661800720e-02,2.202574806217275083e-01,3.944582754326372842e-02,-2.717155746847262354e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.644447134905255875e-02,4.147950111346507818e-01,3.401151604956920149e-02,-5.517008124095528210e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.474037157174557744e-02,6.094231937956626766e-01,2.297749980137814285e-02,-8.334767877390871771e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.692883544765883264e-02,4.139949473616758580e-01,6.307964046596399588e-03,-5.336570086896614828e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.520873439489235424e-02,2.187848540682007792e-01,-4.365176127196829584e-03,-2.389931652165322440e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.958443147625636482e-02,4.139688921253908971e-01,-9.145039431527474116e-03,-5.330497906233195859e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.786380931876418277e-02,2.189767449655984632e-01,-1.980603524399386639e-02,-2.432624045657748035e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.224334421807614537e-02,2.414321524805917996e-02,-2.467128333530936232e-02,4.310797638893709705e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.272620852303732619e-02,-1.706164296960323290e-01,-2.380912380753062024e-02,3.279059182219108415e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.931387992911668516e-02,2.483624726330532773e-02,-1.725100544309240286e-02,2.781077561743278137e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.981060487438279061e-02,2.202012873173207208e-01,-1.669478993074374751e-02,-2.702647245252698394e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.421463062072921169e-02,2.532150367154242798e-02,-2.210008442124914568e-02,1.710617456198615383e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.472106069416005858e-02,2.207533098188033949e-01,-2.175796093000942344e-02,-2.824668448168525248e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.913612689053612204e-02,4.161787416231589321e-01,-2.740729782634647449e-02,-5.819319439671921668e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.074597017229993040e-01,2.214513006372445802e-01,-3.904593670569031505e-02,-2.980072160389067859e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.118887277357441951e-01,2.690706549982954665e-02,-4.500608102646844882e-02,-1.788987321448021195e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.124268690457407849e-01,2.226445936619339538e-01,-4.536387849075805556e-02,-3.244261802649341386e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.168797609189794612e-01,4.183821272015075809e-01,-5.185240209605673778e-02,-6.310628353219740472e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.252474034630096100e-01,2.240205489519493387e-01,-6.447365880249622538e-02,-3.551500868277613909e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.297278144420485890e-01,4.199971325030776859e-01,-7.157666053905145653e-02,-6.674463154825284184e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.381277570921101427e-01,2.259397329468650351e-01,-8.492558684870202268e-02,-3.981311210401370371e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.426465517510474568e-01,3.211881391472867775e-02,-9.288820926950476509e-02,-1.333856616993588373e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.432889280293420387e-01,-1.615583204678938956e-01,-9.555592250349194405e-02,1.286077452325246617e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.400577616199841502e-01,3.479338890364530590e-02,-9.298376759884145748e-02,-1.926268932577784865e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.407536293980570508e-01,-1.588838994375232350e-01,-9.683630546399703276e-02,6.933619440240817999e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
