obs0,obs1,obs2,obs3,action,reward
3.313667647671809935e-02,1.792544296137965620e-01,-2.480746264716454305e-02,-2.528365332573566104e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.672176506899402920e-02,-1.550467104033401156e-02,-2.986419331231167373e-02,3.191958381079101903e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.641167164818735064e-02,-2.101859094316173571e-01,-2.922580163609585224e-02,3.150324605246570542e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.220795345955500266e-02,-1.466010206851334208e-02,-2.292515242560271005e-02,1.327783393242970567e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.191475141818473499e-02,1.807829956544229622e-01,-2.265959574695411427e-02,-2.865491822840839364e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.553041133127319423e-02,-1.400859300710521893e-02,-2.839057939263579106e-02,-1.098160013818905156e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.525023947113108819e-02,1.815087738654416472e-01,-2.841254259291216971e-02,-3.026017334416999383e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.888041494843991891e-02,-1.319695912784132896e-02,-3.446457726174616959e-02,-1.901317514160105748e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.861647576588309039e-02,-2.078081338439813908e-01,-3.484484076457818741e-02,2.625996537856821189e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.446031308900346368e-02,-4.024158250429906714e-01,-2.959284768886454378e-02,5.440916841786761493e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.641199658814365192e-02,-5.971096928677123161e-01,-1.871101400529102260e-02,8.273055924185566123e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.446980273078940504e-02,-4.017369586580327168e-01,-2.164902156919890075e-03,5.287970727669880633e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.435063557628750014e-03,-5.968283858038192502e-01,8.411039298419870774e-03,8.207970469829048987e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.501504158447636031e-03,-4.018225366245119501e-01,2.482698023807796903e-02,5.307714364013653707e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.353795489093787517e-02,-2.070584536488685734e-01,3.544240896610527380e-02,2.460137260482114230e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.767912396391524768e-02,-1.246015947359180309e-02,4.036268348706950615e-02,-3.528251200526111298e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.792832715338708513e-02,-2.081369799895285977e-01,3.965703324696428361e-02,2.698570687408039515e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.209106675317765861e-02,-1.360272992392819180e-02,4.505417462178036569e-02,-1.005876930161458960e-02,1.000000000000000000e+00,1.000000000000000000e+00
-2.236312135165622120e-02,-2.093408925808280530e-01,4.485299923574807140e-02,2.964919780724849518e-01,0.000000000000000000e+00,1.000000000000000000e+00
