obs0,obs1,obs2,obs3,action,reward
-1.006614345733139980e-02,1.755467864123242683e-01,3.742257642322919381e-02,-2.649219863055849444e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.555207729084914364e-03,3.701151773658197808e-01,3.212413669711749326e-02,-5.455705645844823870e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.470958182314816676e-04,5.647713718943596639e-01,2.121272540542784579e-02,-8.279613393727819348e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.214252325611867543e-02,3.693659092373851593e-01,4.653498617972207096e-03,-5.286830157256772189e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.952984144086637730e-02,1.741787992270568408e-01,-5.920161696541336935e-03,-2.345373971384704936e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.301341742540751606e-02,-2.085806773592699392e-02,-1.061090963931074667e-02,5.627225916417966101e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.259625607068897757e-02,1.744144065822604561e-01,-9.485464456027152547e-03,-2.397395118604965236e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.608454420233418530e-02,-2.057076558805079336e-02,-1.428025469323708323e-02,4.993640406002736176e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.567312889057317069e-02,1.747530084957953367e-01,-1.328152661203653613e-02,-2.472176361120304033e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.916818906048907617e-02,-2.017676463722450908e-02,-1.822587933427714454e-02,4.124658088580879234e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.876465376774458432e-02,1.752017358794947244e-01,-1.740094771656097022e-02,-2.571306070890837514e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.226868848533447770e-02,-1.966751601768859659e-02,-2.254355985834264470e-02,3.001339763477511857e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.187533816498070577e-02,-2.144590465970502569e-01,-2.194329190564714080e-02,3.154992048658269432e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.758615723303969869e-02,-4.092616684513402658e-01,-1.563330780833060291e-02,6.011819810906786632e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.940092386401289296e-02,-2.139245543203345257e-01,-3.609668186517029156e-03,3.036161092243634396e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.512243277760620327e-02,-1.875134633480249335e-02,2.462653997970239844e-03,9.796964388677054103e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.474740585091015299e-02,1.763352006252491277e-01,2.658593285743780961e-03,-2.821079491573956766e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.827410986341513471e-02,-1.882457117752747711e-02,-2.983565697404132362e-03,1.141229949335631488e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.789761843986458628e-02,-2.139036072691213597e-01,-2.755319707537005978e-03,3.031523842219880360e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.361954629448215888e-02,-1.874249638517658245e-02,3.307727976902755194e-03,9.601766142466883203e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.324469636677862681e-02,1.763318616488272206e-01,3.499763299752092858e-03,-2.820356999172701218e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.677133359975517199e-02,3.714037183194278668e-01,-2.140950698593309474e-03,-5.736127646350404063e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.419940796614373016e-02,1.763118495456192369e-01,-1.361320599129411772e-02,-2.816050711761448055e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.772564495705611559e-02,-1.861330266833086111e-02,-1.924530741481701376e-02,6.753406061461630916e-03,0.000000000000000000e+00,1.000000000000000000e+00
2.735337890368949934e-02,1.767792907176941597e-01,-1.911023929358778017e-02,-2.919389793979787484e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.088896471804338309e-02,-1.806504133396216738e-02,-2.494901888154735584e-02,-5.343916124433689685e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.052766389136413877e-02,-2.128204678968112495e-01,-2.505589720403602824e-02,2.793640581576605775e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.627125453342791378e-02,-1.735021372359404901e-02,-1.946861604088281558e-02,-2.111495407351648979e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.592425025895603308e-02,1.780454485697082201e-01,-1.989091512235314704e-02,-3.198763156379962891e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.948515923035019762e-02,-1.678765888627994918e-02,-2.628844143511307324e-02,-3.353201005141853708e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.914940605262459836e-02,1.787012215385303804e-01,-2.695908163614144440e-02,-3.343919239730048787e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.272343048339520361e-02,3.741962836141630167e-01,-3.364692011560153906e-02,-6.354529702901243748e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.020735615567846283e-02,1.795593787824850962e-01,-4.635597952140402267e-02,-3.535531891077233757e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.379854373132816697e-02,3.753087828620543243e-01,-5.342704330355849129e-02,-6.604856481493781573e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.130471938856925179e-02,1.809694200914066242e-01,-6.663675626654605444e-02,-3.850926329444438467e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.492410779039738622e-02,-1.314634576656600884e-02,-7.433860892543493748e-02,-1.141419276239784009e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.466118087506606493e-02,-2.071287459996408453e-01,-7.662144747791450883e-02,1.541926227802989935e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.051860595507325080e-02,-4.010747535884788273e-01,-7.353759502230852729e-02,4.217534112638502974e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.249711088330367093e-02,-5.950819875126360792e-01,-6.510252679703151801e-02,6.903771835315816174e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.059547113305095128e-02,-7.892430314756205822e-01,-5.129498312639988594e-02,9.618751518497965503e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.481061050353853908e-02,-5.934706633868496173e-01,-3.205748008940395577e-02,6.535287360077781660e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.941197235801546253e-03,-7.881319010792631197e-01,-1.898690536924839412e-02,9.359472830739787863e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.282144078578371753e-02,-5.927590940935523189e-01,-2.679597077688174178e-04,6.373590805205476828e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.467662266765476356e-02,-3.976334071624600397e-01,1.247922190264213679e-02,3.445917804786381433e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.262929081090396033e-02,-5.929306391726845149e-01,1.937105751221489952e-02,6.411836144315481434e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.448790359435764868e-02,-3.980840078622722711e-01,3.219472980084586017e-02,3.546632358736261370e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.244958375160309327e-02,-2.034342644383666243e-01,3.928799451831838097e-02,7.230353912728154642e-02,1.000000000000000000e+00,1.000000000000000000e+00
-5.651826904037042520e-02,-8.896940815531662050e-03,4.073406530086401411e-02,-2.077295680998462735e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.669620785668105789e-02,-2.045769734599869882e-01,3.657947393886708948e-02,9.751950453289920384e-02,0.000000000000000000e+00,1.000000000000000000e+00
-6.078774732588079766e-02,-4.002035761038891803e-01,3.852986402952507383e-02,4.015150777667426674e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.879181884795858293e-02,-2.056487174227151216e-01,4.656016558485992496e-02,1.212243602768480200e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.290479319641288147e-02,-1.122369322412333781e-02,4.898465279039688342e-02,-1.564133766675488979e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.312926706089534212e-02,-2.070115165374934174e-01,4.585638525704590490e-02,1.513118138714176220e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.726949739164520881e-02,-4.027590725525669324e-01,4.888262153447425762e-02,4.581015401630166850e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.532467884269655245e-02,-5.985367487342009296e-01,5.804465233773459243e-02,7.657830326009749111e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.729541381738057715e-02,-4.042600247604754560e-01,7.336031298975409509e-02,4.919142708217546511e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.053806143125900902e-01,-2.102453571245450070e-01,8.319859840618919200e-02,2.232236116880615961e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.095855214550809920e-01,-1.640500864244956447e-02,8.766307063995042170e-02,-4.209898969348391251e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.099136216279299888e-01,1.773576337381724821e-01,8.682109084608073679e-02,-3.058869504655377658e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.063664689531665375e-01,3.711419924767811462e-01,8.070335183676997926e-02,-5.699752861758426992e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.894362910363091457e-02,5.650449029206883189e-01,6.930384611325313138e-02,-8.361819557824557991e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.764273104521715096e-02,3.690482211672307944e-01,5.258020699760401762e-02,-5.225336589039379920e-01,0.000000000000000000e+00,1.000000000000000000e+00
-8.026176662187253785e-02,1.732271587197209972e-01,4.212953381952525694e-02,-2.137565495149897354e-01,0.000000000000000000e+00,1.000000000000000000e+00
