obs0,obs1,obs2,obs3,action,reward
-5.988665316320390675e-03,1.838646918031378308e-01,9.583694627266211652e-04,-3.173140006350451126e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.311371480257634007e-03,-1.127089657152466340e-02,-5.387910549974280622e-03,-2.432899191406556749e-02,0.000000000000000000e+00,1.000000000000000000e+00
-2.536789411688127396e-03,-2.063151675831471910e-01,-5.874490388255592180e-03,2.666491300360024352e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.663092763351071389e-03,-1.110986991600956819e-02,-5.415077875355429546e-04,-2.788085437177839632e-02,1.000000000000000000e+00,1.000000000000000000e+00
-6.885290161671262822e-03,1.840198427187542396e-01,-1.099124874971110907e-03,-3.207345836921657867e-01,1.000000000000000000e+00,1.000000000000000000e+00
-3.204893307296177978e-03,-1.108643851765259147e-02,-7.513816548814426614e-03,-2.839848126305305476e-02,0.000000000000000000e+00,1.000000000000000000e+00
-3.426622077649229756e-03,-2.060998349882458558e-01,-8.081786174075487189e-03,2.619043147348869560e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.548618777414146941e-03,-1.086345805565336331e-02,-2.843699879377747583e-03,-3.331670604880554443e-02,1.000000000000000000e+00,1.000000000000000000e+00
-7.765887938527214242e-03,1.842991572039566206e-01,-3.510034000353858420e-03,-3.268954919210055876e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.079904794448081622e-03,3.794709051544991607e-01,-1.004794383877397057e-02,-6.206832582892535255e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.509513308641901662e-03,1.844907103333741916e-01,-2.246160900455904108e-02,-3.311817757862763889e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.199327515309385597e-03,3.799250687129370752e-01,-2.908524452028456858e-02,-6.308625232621531964e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.479782888956812648e-02,1.852207641985972042e-01,-4.170249498552763140e-02,-3.474794468831218230e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.850224417354007223e-02,-9.283979793650087853e-03,-4.865208392319006481e-02,-6.823297137416733937e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.831656457766707088e-02,-2.036758688283613616e-01,-5.001674335067340937e-02,2.087117618922528783e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.424304720109984337e-02,-3.980482771246496854e-01,-4.584250811282834792e-02,4.852069658122744045e-01,0.000000000000000000e+00,1.000000000000000000e+00
