obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
1.565475389361381531e-02,1.398529410362243652e+00,7.858512997627258301e-01,-2.882243394851684570e-01,-1.605132967233657837e-02,-1.388680636882781982e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.058082470386534635e-01,1.000000000000000000e+00
2.350120618939399719e-02,1.392055630683898926e+00,7.914208173751831055e-01,-2.878094911575317383e-01,-2.274236828088760376e-02,-1.338334679603576660e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-8.417273076790821040e-01,1.000000000000000000e+00
3.126821666955947876e-02,1.384973406791687012e+00,7.814407348632812500e-01,-3.148434460163116455e-01,-2.743062935769557953e-02,-9.377397596836090088e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.586305803645313983e-01,0.000000000000000000e+00
3.910408169031143188e-02,1.377298712730407715e+00,7.900642752647399902e-01,-3.412328958511352539e-01,-3.384198993444442749e-02,-1.282391846179962158e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.736199275299155742e+00,1.000000000000000000e+00
4.685669019818305969e-02,1.369033932685852051e+00,7.796068191528320312e-01,-3.674251735210418701e-01,-3.814537450671195984e-02,-8.607555925846099854e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.168540073821543512e-01,0.000000000000000000e+00
5.454654619097709656e-02,1.360166907310485840e+00,7.717341780662536621e-01,-3.941572904586791992e-01,-4.087076708674430847e-02,-5.451286584138870239e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.372295651506192482e-02,0.000000000000000000e+00
6.215095520019531250e-02,1.350704550743103027e+00,7.610338926315307617e-01,-4.205678701400756836e-01,-4.144677892327308655e-02,-1.152081508189439774e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.303482224499884712e-01,0.000000000000000000e+00
6.968975067138671875e-02,1.340653300285339355e+00,7.527731060981750488e-01,-4.466906189918518066e-01,-4.035993292927742004e-02,2.173902839422225952e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.640016277817562429e-01,0.000000000000000000e+00
7.715015113353729248e-02,1.330003261566162109e+00,7.429621815681457520e-01,-4.732592999935150146e-01,-3.730735555291175842e-02,6.105688214302062988e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.415359597142139325e-01,0.000000000000000000e+00
8.452177047729492188e-02,1.318757772445678711e+00,7.318189144134521484e-01,-4.996762275695800781e-01,-3.202168643474578857e-02,1.057230085134506226e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.051612416452827548e+00,0.000000000000000000e+00
