obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
1.477413158863782883e-02,1.433013558387756348e+00,7.529324889183044434e-01,4.779909849166870117e-01,-1.877076365053653717e-02,-2.052668333053588867e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.441868132657048163e+00,1.000000000000000000e+00
2.212820015847682953e-02,1.443178534507751465e+00,7.439504265785217285e-01,4.516410827636718750e-01,-2.721802704036235809e-02,-1.689606457948684692e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.525277105483223483e-01,0.000000000000000000e+00
2.941265143454074860e-02,1.452742576599121094e+00,7.352174520492553711e-01,4.249297678470611572e-01,-3.391030058264732361e-02,-1.338581144809722900e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.444954733021699855e-01,0.000000000000000000e+00
3.658781200647354126e-02,1.462948560714721680e+00,7.249416112899780273e-01,4.534142315387725830e-01,-4.126007482409477234e-02,-1.470091640949249268e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.659187951025205443e+00,0.000000000000000000e+00
4.369793087244033813e-02,1.472567319869995117e+00,7.167637348175048828e-01,4.273301362991333008e-01,-4.695568606257438660e-02,-1.139228343963623047e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.770543807520948310e-01,0.000000000000000000e+00
5.080823972821235657e-02,1.481586575508117676e+00,7.167794704437255859e-01,4.006641507148742676e-01,-5.265140905976295471e-02,-1.139250397682189941e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.615508078481013854e-01,0.000000000000000000e+00
5.791873857378959656e-02,1.490006208419799805e+00,7.167962193489074707e-01,3.739939033985137939e-01,-5.834589526057243347e-02,-1.138998717069625854e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.705411399438787612e-01,0.000000000000000000e+00
6.502933800220489502e-02,1.497826218605041504e+00,7.168129086494445801e-01,3.473229110240936279e-01,-6.403943151235580444e-02,-1.138816475868225098e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.827930322655788586e-01,0.000000000000000000e+00
7.222338020801544189e-02,1.505048155784606934e+00,7.272621393203735352e-01,3.206107318401336670e-01,-7.182038575410842896e-02,-1.556332111358642578e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.389416791463672807e+00,1.000000000000000000e+00
7.949610054492950439e-02,1.513126134872436523e+00,7.350696325302124023e-01,3.586263656616210938e-01,-7.955828309059143066e-02,-1.547720432281494141e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-4.226190000009995451e+00,0.000000000000000000e+00
8.676900714635848999e-02,1.520604372024536133e+00,7.350903749465942383e-01,3.319407701492309570e-01,-8.729537576436996460e-02,-1.547561585903167725e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.276656608704172413e-01,0.000000000000000000e+00
9.397459030151367188e-02,1.527492761611938477e+00,7.266309261322021484e-01,3.057802319526672363e-01,-9.332084655761718750e-02,-1.205204725265502930e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.584977253794317864e-01,0.000000000000000000e+00
1.010907143354415894e-01,1.533790826797485352e+00,7.153920531272888184e-01,2.796716094017028809e-01,-9.708006680011749268e-02,-7.519132643938064575e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.435958536466000357e-01,0.000000000000000000e+00
1.081109046936035156e-01,1.539514780044555664e+00,7.033303976058959961e-01,2.543161213397979736e-01,-9.838286042213439941e-02,-2.605807781219482422e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.242840068609809778e+00,0.000000000000000000e+00
1.150449737906455994e-01,1.544654726982116699e+00,6.925166845321655273e-01,2.284991145133972168e-01,-9.749726206064224243e-02,1.771367341279983521e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.361575316632270161e+00,0.000000000000000000e+00
1.219790428876876831e-01,1.549194574356079102e+00,6.925128698348999023e-01,2.018305808305740356e-01,-9.661218523979187012e-02,1.770298928022384644e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.743981599596963861e-01,0.000000000000000000e+00
1.288384497165679932e-01,1.553143501281738281e+00,6.831586360931396484e-01,1.756832450628280640e-01,-9.384248405694961548e-02,5.539878085255622864e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.391916852064867927e+00,1.000000000000000000e+00
1.357869207859039307e-01,1.556486129760742188e+00,6.943103671073913574e-01,1.485947966575622559e-01,-9.331530332565307617e-02,1.054483000189065933e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-8.339295321664497163e-01,0.000000000000000000e+00
1.426700651645660400e-01,1.559238672256469727e+00,6.861166357994079590e-01,1.224663108587265015e-01,-9.113342314958572388e-02,4.364166781306266785e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.160039122253210708e+00,0.000000000000000000e+00
1.495532095432281494e-01,1.561391115188598633e+00,6.861084699630737305e-01,9.579764306545257568e-02,-8.895301818847656250e-02,4.361234605312347412e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.592063087489520967e-01,0.000000000000000000e+00
1.564998626708984375e-01,1.562933921813964844e+00,6.940897703170776367e-01,6.860418617725372314e-02,-8.838427811861038208e-02,1.137615088373422623e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-6.651826730474670324e-01,1.000000000000000000e+00
1.633703261613845825e-01,1.563879251480102539e+00,6.845375299453735352e-01,4.215835034847259521e-02,-8.590173721313476562e-02,4.965548217296600342e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.218039959123985883e+00,0.000000000000000000e+00
1.701423674821853638e-01,1.564231395721435547e+00,6.722021102905273438e-01,1.592323556542396545e-02,-8.094624429941177368e-02,9.911877661943435669e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.703117644486270565e+00,0.000000000000000000e+00
1.769141256809234619e-01,1.563983678817749023e+00,6.721867322921752930e-01,-1.074685528874397278e-02,-7.599209994077682495e-02,9.909178316593170166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.571762575564832787e-01,0.000000000000000000e+00
1.836788207292556763e-01,1.563126325607299805e+00,6.718780398368835449e-01,-3.787989914417266846e-02,-7.144021242856979370e-02,9.104414284229278564e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.956224565081924993e-01,0.000000000000000000e+00
