obs0,obs1,obs2,obs3,action,reward,do_bool
-4.546458524527793865e-02,-1.856039827818160015e-01,3.526268065499937182e-02,3.131814418551877033e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.917666490091426174e-02,8.998344230484150996e-03,4.152630949210312644e-02,3.182449691263261604e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.899669801630458094e-02,2.035009449716873864e-01,4.216279943035577960e-02,-2.474726586846949239e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.492667911687082960e-02,3.979961706312790670e-01,3.721334625666188056e-02,-5.265640290558817327e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.696675570424524937e-02,5.925752772798514867e-01,2.668206567554424341e-02,-8.072924188587577987e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.511525015864821825e-02,3.970979914168953351e-01,1.053621729836908688e-02,-5.063372623197058831e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.717329033031031113e-02,2.018291679953851114e-01,4.094720519749687343e-04,-2.103526943322743814e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.313670697040260869e-02,3.969452620698606937e-01,-3.797581834670518859e-03,-5.029064261281210868e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.197801729005394403e-03,2.018770420139694988e-01,-1.385571035723294139e-02,-2.114226923184930329e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.160260888726004011e-03,6.955910261177561393e-03,-1.808416420360280108e-02,7.685749143197018185e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.021142683502452827e-03,2.023323793462722120e-01,-1.654701437496339592e-02,-2.214757464869198111e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.025504903422991838e-03,7.450805371965796287e-03,-2.097652930470179228e-02,6.594199568963865499e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.174521010862307608e-03,2.028671227564310120e-01,-1.965768939090901946e-02,-2.332846405569165005e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.231863465990927969e-03,8.031483567789488021e-03,-2.432338220204734863e-02,5.313336458573342247e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.392493137346717313e-03,2.034936032838007280e-01,-2.326071491033267907e-02,-2.471234580352935639e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
