obs0,obs1,obs2,obs3,action,reward
-1.634698092748210988e-03,-2.433281845911822450e-01,-3.979669432445000210e-02,2.987892478051058509e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.501261784571856633e-03,-4.378609289396434012e-01,-3.382090936834788314e-02,5.786601825255726084e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.525848036336472507e-02,-6.324929713109166407e-01,-2.224770571783642875e-02,8.604998371909364785e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.790833978958305595e-02,-8.273049792939050073e-01,-5.037708974017698210e-03,1.146105248055336645e+00,0.000000000000000000e+00,1.000000000000000000e+00
-4.445443937546116053e-02,-6.321175995244932011e-01,1.788439598708903636e-02,8.518468133935228614e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.709679136595102733e-02,-4.372439818367714892e-01,3.492133225495949733e-02,5.648408657250160170e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.584167100268645267e-02,-2.426289377923513124e-01,4.621814956945981961e-02,2.833610663432442056e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.069424975853347282e-02,-4.383785880311916738e-01,5.188537089632470206e-02,5.902552882027236603e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.946182151915730241e-02,-2.440200369369260602e-01,6.369047666037917776e-02,3.143572524522378897e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.434222225789582417e-02,-4.986044760479962923e-02,6.997762170942394000e-02,4.242071482212833589e-02,1.000000000000000000e+00,1.000000000000000000e+00
-8.533943120999182286e-02,1.441919009615334479e-01,7.082603600586651060e-02,-2.273887783152727660e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.245559319076115057e-02,3.382339626527585130e-01,6.627826043956105972e-02,-4.969166921864113795e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.569091393770598086e-02,5.323618165963355242e-01,5.633992659583283297e-02,-7.679975869636506136e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.504367760577926816e-02,7.266648017240523449e-01,4.097997485655981847e-02,-1.042434444473841815e+00,1.000000000000000000e+00,1.000000000000000000e+00
-5.051038157129822403e-02,5.310232558090796084e-01,2.013128596708298190e-02,-7.371737646068188266e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.988991645511662937e-02,7.258614683119231081e-01,5.387810674946605372e-03,-1.023453665680960967e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.537268708887816665e-02,9.209112434773392142e-01,-1.508126263867261285e-02,-1.314440073262151287e+00,1.000000000000000000e+00,1.000000000000000000e+00
-6.954462219331380979e-03,7.259833704386547959e-01,-4.137006410391563804e-02,-1.026515237666169922e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.565205189441715980e-03,5.314358814711531709e-01,-6.190036885723904092e-02,-7.471030217655454386e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.819392281886477933e-02,3.372201017150958657e-01,-7.684242929254994636e-02,-4.745243887428266527e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.493832485316669484e-02,1.432626216953778175e-01,-8.633291706740647831e-02,-2.070161479697991136e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.780357728707425272e-02,-5.052551365938945382e-02,-9.047324002680245947e-02,5.723308708999919059e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.679306701388646517e-02,1.457693516984033266e-01,-8.932857828500247177e-02,-2.625678276320314031e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.970845404785453156e-02,-4.797148208104154432e-02,-9.457993483764309817e-02,6.570253595367114841e-04,0.000000000000000000e+00,1.000000000000000000e+00
2.874902440623370095e-02,-2.416187211394053014e-01,-9.456679433045236949e-02,2.620646055046533807e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.391664998344559395e-02,-4.528303286692331175e-02,-8.932550222035930132e-02,-5.888427010674013307e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.301098932610712647e-02,-2.390182225781005698e-01,-9.050318762249411064e-02,2.043331310397559775e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.823062487454511424e-02,-4.327371983332873318e-01,-8.641652500169899609e-02,4.671507392434677830e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.575880907879367326e-03,-2.365074027091793873e-01,-7.707351021682963543e-02,1.485295696265454546e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.845732853695779163e-03,-4.304459062893031818e-01,-7.410291882429873023e-02,4.159365247697623391e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.763185272090284819e-03,-6.244436899825573928e-01,-6.578418832890348122e-02,6.843682745152216418e-01,0.000000000000000000e+00,1.000000000000000000e+00
