obs0,obs1,obs2,obs3,action,reward
1.507365416082330793e-03,-2.278265287162529740e-01,-4.297948739466340290e-02,3.118038325897512508e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.049165158242728331e-03,-3.211945910759930745e-02,-3.674341074286837511e-02,5.882244966050387269e-03,1.000000000000000000e+00,1.000000000000000000e+00
-3.691554340394714688e-03,1.635096542307565015e-01,-3.662576584354736847e-02,-2.981634935757020433e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.213612557795844496e-04,-3.107158497202167080e-02,-4.258903571506141017e-02,-1.725294603811661220e-02,0.000000000000000000e+00,1.000000000000000000e+00
-1.042792955220017952e-03,-2.255577013718856050e-01,-4.293409463582373992e-02,2.616943039368311852e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.553946982657730069e-03,-2.985001699980724399e-02,-3.770020855708711843e-02,-4.421544406813188166e-02,1.000000000000000000e+00,1.000000000000000000e+00
-6.150947322653875331e-03,-2.244116516795871263e-01,-3.858451743844975440e-02,2.363383979313799510e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.063918035624561789e-02,-2.876029566365506662e-02,-3.385774947982215372e-02,-6.826123764358760226e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.121438626951871964e-02,-2.233808837406984771e-01,-3.522297423269390299e-02,2.135500567493208157e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.568200394433268835e-02,-2.777351789051205055e-02,-3.095197309770748861e-02,-9.003241274698525753e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.623747430214293047e-02,1.677780980637723351e-01,-3.275262135264719182e-02,-3.923177676212973308e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.288191234086748412e-02,-2.686411317661793752e-02,-4.059897670507314066e-02,-1.101385854424558053e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.341919460439984328e-02,1.688153797613067275e-01,-4.280174841392225815e-02,-4.153487780037753430e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.004288700917370901e-02,-2.567462772040318697e-02,-5.110872397399776612e-02,-1.364608259301738902e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.055637956358177268e-02,1.701407000635401512e-01,-5.383794049260124531e-02,-4.448197080894437105e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.153565562310969239e-03,-2.417984213534940530e-02,-6.273433465439011425e-02,-1.695819339435858941e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.637162405017956963e-03,1.717813365250694391e-01,-6.612597333326183935e-02,-4.813772722921297320e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.201535674516568633e-03,-2.234795081165244501e-02,-7.575351877910443954e-02,-2.102466242190552115e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.648494690749617637e-03,-2.163096127721395867e-01,-7.995845126348553877e-02,5.761122779411909089e-02,0.000000000000000000e+00,1.000000000000000000e+00
-8.974686946192408227e-03,-2.013765542450149382e-02,-7.880622670760316362e-02,-2.591893054589944345e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.377440054682438172e-03,1.760157073775916736e-01,-8.399001281678304676e-02,-5.756512326553715475e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.857125907130604492e-03,-1.783465769138098400e-02,-9.550303746989047271e-02,-3.105647363534319028e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.213819060958224345e-03,1.785090232666819987e-01,-1.017143321969591063e-01,-6.317733955074329444e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.643638595624584180e-03,-1.505774813960888969e-02,-1.143498001071077685e-01,-3.727763738579469854e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.944793558416761853e-03,-2.083853178237605741e-01,-1.218053275842667094e-01,-1.182245230593769181e-01,0.000000000000000000e+00,1.000000000000000000e+00
-7.112499914891973370e-03,-4.015705994761249453e-01,-1.241698180454542527e-01,1.336841246536746852e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.514391190441447335e-02,-2.049090058045110185e-01,-1.214961355523807573e-01,-1.954492585660601578e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.924209202050469400e-02,-8.277573435466728524e-03,-1.254051207237019683e-01,-5.238542303640385533e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.940764348921402913e-02,1.883654907401800804e-01,-1.358822053309827471e-01,-8.532750373064553751e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.564033367441042613e-02,3.850519727369533518e-01,-1.529477060771118613e-01,-1.185411782537973080e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.939294219671358746e-03,5.817903695346187121e-01,-1.766559417278713295e-01,-1.521865888385744991e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.696513171021015287e-03,3.891876903957305345e-01,-2.070932594955862405e-01,-1.289125251834117414e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.148026697893562639e-02,1.972120780553190122e-01,-2.328757645322686032e-01,-1.067765973533508106e+00,0.000000000000000000e+00,1.000000000000000000e+00
