obs0,obs1,obs2,obs3,action,reward,do_bool
-1.909240291137082740e-02,-2.421647998270653190e-01,1.338592604112927818e-02,3.249059276092866599e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.393569890791213267e-02,-4.374747627732589184e-01,1.988404459331501173e-02,6.217799699784822831e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.268519416337731243e-02,-2.426360392277280009e-01,3.231964399288465850e-02,3.354251824571532481e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.753791494793187050e-02,-4.382026895675854572e-01,3.902814764202772180e-02,6.381222817582457019e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.630196873928357770e-02,-2.436460631726385107e-01,5.179059327719263972e-02,3.579809376059287507e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.117489000273634653e-02,-4.929717464874955324e-02,5.895021202931121501e-02,8.206811737993702227e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.216083349571133676e-02,-2.452124545581638171e-01,6.059157437690995684e-02,3.927518881328534439e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.706508258687461449e-02,-5.100034520042104336e-02,6.844661213956702850e-02,1.197713490694104488e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.808508949088303508e-02,1.430775754909369146e-01,7.084203912095524136e-02,-1.505562708789737747e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.522353798106429540e-02,-5.298351708338630561e-02,6.783091370337576698e-02,1.636078562439680639e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.628320832273202290e-02,-2.490076191771345426e-01,7.110307082825512159e-02,4.768948333283303254e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
