obs0,obs1,obs2,obs3,action,reward
2.389192069823327380e-02,2.377814077239643331e-01,2.495245220903662478e-02,-2.959466783522397559e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.864754885271256213e-02,4.325389138005818479e-01,1.903351864199183049e-02,-5.806567368271557950e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.729832712872419714e-02,6.273890584675081428e-01,7.420383905448715151e-03,-8.672834968342764128e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.984610829807435695e-02,4.321669237986650591e-01,-9.925286031236813661e-03,-5.722767839514066868e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.848944677404765979e-02,2.371855405605137468e-01,-2.137082171026494920e-02,-2.827371010620112757e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.323315758525793751e-02,4.237482747896900714e-02,-2.702556373150517485e-02,3.129698465647423600e-03,0.000000000000000000e+00,1.000000000000000000e+00
6.408065413483732264e-02,2.378737304671605102e-01,-2.696296976219222583e-02,-2.979561195707917109e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.883812874418053507e-02,4.333694507709829891e-01,-3.292209215360805685e-02,-5.990192648286694066e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.750551775960019818e-02,2.387232176691314600e-01,-4.490247745018144387e-02,-3.168854751579440188e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.227998211298283293e-02,4.426863940575004319e-02,-5.124018695334032342e-02,-3.869450024753517958e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.316535490109783213e-02,-1.500825080717097249e-01,-5.201407695829102923e-02,2.373915710575360549e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.016370473966363819e-02,-3.444242671143616930e-01,-4.726624553714030980e-02,5.132247158457132752e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.327521939737639822e-02,-1.486695759692845120e-01,-3.700175122022604512e-02,2.060295169430603757e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.030182787799070521e-02,-3.432434006004934646e-01,-3.288116088136483484e-02,4.868144464192820653e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.343695986598082981e-02,-5.378863360311872954e-01,-2.314487195297919297e-02,7.689557126640444995e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.267923314535707946e-02,-3.424535813275249585e-01,-7.765757699698302638e-03,4.690811100636100295e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.583016151880658223e-02,-5.374649712449577343e-01,1.615864501573898576e-03,7.593062647556076961e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.508086209390742782e-02,-3.423653222231344273e-01,1.680198979668605375e-02,4.671322372360532382e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.823355564944473803e-02,-1.474847391569280297e-01,2.614463454140712045e-02,1.797921763412869134e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.528386086630617785e-02,4.725351734163121820e-02,2.974047806823285761e-02,-1.045297333641402870e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.622893121313880221e-02,2.419369189849831792e-01,2.764988340095005104e-02,-3.876832861777113060e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.106766959283846496e-02,4.643361761295167200e-02,1.989621767739582422e-02,-8.641239607788531174e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.199634194509749785e-02,2.412648055812160186e-01,1.816796975583811688e-02,-3.727522335336040937e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.682163805672181850e-02,4.361240157981093879e-01,1.071292508516603556e-02,-6.596517222820431625e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.554411837268400320e-02,6.310952503689507553e-01,-2.480109360474828245e-03,-9.489422524050912244e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.816602338006301998e-02,4.360067763605672275e-01,-2.145895440857665398e-02,-6.570395927800196656e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.688615890727436786e-02,2.411900094485014967e-01,-3.459974626417704896e-02,-3.711901711418329475e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.170995909624439113e-02,4.657626381293691886e-02,-4.202354968701371013e-02,-8.961456644096010837e-02,0.000000000000000000e+00,1.000000000000000000e+00
7.264148437250313173e-02,-1.479189291743454315e-01,-4.381584101583291257e-02,1.895193676610667510e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.968310578901622254e-02,-3.423875354049735753e-01,-4.002545366261157922e-02,4.680645762768350648e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.283535508091675492e-02,-5.369218371465361850e-01,-3.066416213707487751e-02,7.478679801010903461e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.209691833798603400e-02,-7.316076342338651006e-01,-1.570680253505307017e-02,1.030745539629812635e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.746476565330873060e-02,-9.265171256461794957e-01,4.908108257543182529e-03,1.318456103751787012e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.893442314038513985e-02,-7.314575828036340432e-01,3.127723033257892582e-02,1.027313291684196939e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.305271484312459332e-03,-5.367656331531061031e-01,5.182349616626286126e-02,7.446122073412120290e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.430041178749663563e-03,-3.423957186685697707e-01,6.671574031308710739e-02,4.686780476959394037e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.327795555212105821e-02,-1.482765729041616576e-01,7.608930126700590157e-02,1.977469857949188392e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.624348701020428970e-02,4.567924671891837596e-02,8.004424098290427447e-02,-6.999628249809164426e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.532990207582592135e-02,-1.504936050888482368e-01,7.864431533294244381e-02,2.468287122313646553e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.833977417760288692e-02,4.342220910120070387e-02,8.358088957756973358e-02,-2.004835400422766423e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.747132999557887353e-02,2.372522490043685039e-01,8.317992249748518141e-02,-2.852342849869461960e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.272628501549150429e-02,4.310954588775741669e-01,7.747523679774626082e-02,-5.505670865593247365e-01,1.000000000000000000e+00,1.000000000000000000e+00
-4.104375837940021574e-03,2.349756929471637501e-01,6.646389506655976664e-02,-2.345149503227322851e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.951380210032532203e-04,3.897018162906515371e-02,6.177359606010512233e-02,7.837017424036180069e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.374541653584556225e-03,2.331546802103906246e-01,6.334099954491236029e-02,-1.942011087870774699e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.037635257792368579e-03,4.273160624167002819e-01,5.945697736917081311e-02,-4.662493298056771263e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.458395650612637380e-02,6.215497414347328498e-01,5.013199077305727225e-02,-7.396149647903215163e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.701495133482103086e-02,4.257727437945477700e-01,3.533969147725084248e-02,-4.315857811075818340e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.553040621071199001e-02,6.203769386897316496e-01,2.670797585509920510e-02,-7.129221056530302691e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.793794498450662522e-02,8.151191205246838267e-01,1.244953374203859944e-02,-9.970799886418479918e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.424032739500029621e-02,6.198329325529636780e-01,-7.492066030798362475e-03,-7.005133387039454984e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.663698604605956310e-02,8.150579383447944526e-01,-2.150233280487727494e-02,-9.955452755979867785e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.293814481295545327e-02,6.202300673140601628e-01,-4.141323831683700607e-02,-7.096922242117271740e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.053427461592366526e-01,4.257054172495567390e-01,-5.560708280107155149e-02,-4.303274409898066866e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.138568545042277919e-01,2.314131831849812193e-01,-6.421363162086768384e-02,-1.556796173317283039e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.184851181679274224e-01,3.726659846731847359e-02,-6.732722396750225047e-02,1.160742231353022458e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.192304501372737913e-01,2.332854037334803343e-01,-6.500573950479621166e-02,-1.970670809913933619e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.238961582119433996e-01,3.915058673389668065e-02,-6.894708112462408223e-02,7.442185773075898902e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.246791699466213293e-01,-1.549186688293454628e-01,-6.745864397000890522e-02,3.445797191280002836e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.215807965700344134e-01,4.109482845959133712e-02,-6.056704958744889983e-02,3.141041125817700674e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.224026931392262346e-01,-1.531086197947450489e-01,-5.993884136228536108e-02,3.043856120953338240e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.193405207433313325e-01,4.281402797783248615e-02,-5.385112912037868377e-02,-6.582073897840601262e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.201968013028879845e-01,2.386652709727771215e-01,-5.398277059833549857e-02,-3.157576540499739681e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.249701067223435297e-01,4.435215317588053763e-02,-6.029792367933498043e-02,-4.057579320855869698e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.258571497858611277e-01,-1.498556250580424243e-01,-6.110943954350615132e-02,2.324896042617773384e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.228600372847002825e-01,4.608385114789914638e-02,-5.645964745827060371e-02,-7.882599414417323924e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.237817143076582610e-01,2.419678140378749842e-01,-5.803616734115406989e-02,-3.887740685301588894e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.286210705884157646e-01,4.771558595394553848e-02,-6.581164871175725073e-02,-1.149393549009350424e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.295753823074946853e-01,-1.464046695779212259e-01,-6.811043580977595158e-02,1.562760189308971537e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.266472889159362680e-01,-3.404886788777433670e-01,-6.498491543115800240e-02,4.267180331584787822e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.198375153383813979e-01,-5.346329024867343405e-01,-5.645055476798842287e-02,6.982275552179212363e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.091448572886467155e-01,-3.387755415858552110e-01,-4.248600366362999953e-02,3.883218384965523851e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.023693464569296052e-01,-5.332694899505944219e-01,-3.471956689369895543e-02,6.673123680235537591e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.170395665791772344e-02,-3.376823346370874113e-01,-2.137331953322788025e-02,3.639029429367669488e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.495030996517596855e-02,-5.324941049035398777e-01,-1.409526067449254003e-02,6.497705780889798666e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.430042786710516767e-02,-7.274169084732653445e-01,-1.099849112712943111e-03,9.379818695873559653e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.975208969763985689e-02,-5.322801451492820135e-01,1.765978827903417689e-02,6.449535460654516328e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.910648679465421523e-02,-3.374086885978454520e-01,3.055885920034320802e-02,3.578836485896303987e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.235831302269730397e-02,-5.329514505574397543e-01,3.771653217213581655e-02,6.600437537257664022e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.169928401154850639e-02,-3.383741134179910626e-01,5.091740724665114182e-02,3.794713501162228497e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.493180174318868417e-02,-5.341807705352018543e-01,5.850683424897559770e-02,6.877639345757945444e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.424818633248464694e-02,-3.399175960263789431e-01,7.226211294049149358e-02,4.140589575638655706e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.449834411957068081e-03,-1.458903147580813686e-01,8.054329209176880333e-02,1.450041620946890264e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.532028116795440084e-03,-3.420678157519131402e-01,8.344337533366258386e-02,4.619705778046097611e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.309328198242822580e-03,-5.382638413892946172e-01,9.268278688975478685e-02,7.797445490890939634e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.307460502602871520e-02,-3.445300217630176132e-01,1.082776778715366650e-01,5.176008154837735686e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.996520546128906920e-02,-1.510858762142598122e-01,1.186296941812121364e-01,2.609053689152665001e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.298692298557426447e-02,4.216046820355093261e-02,1.238478015595174675e-01,7.868512170338404221e-03,1.000000000000000000e+00,1.000000000000000000e+00
-2.214371362150324707e-02,2.353087079384373059e-01,1.240051718029242384e-01,-2.433165209477592961e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.743753946273450192e-02,4.284613457853263530e-01,1.191388413839690463e-01,-4.944565527346483913e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.868312547027974724e-03,6.217193763746924340e-01,1.092497103292760785e-01,-7.473446773889200756e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.566074980465874095e-03,4.252733542968720748e-01,9.430281678149768365e-02,-4.223768475002422917e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.207154206640331622e-02,6.189416097103223047e-01,8.585527983149283948e-02,-6.839045124877278781e-01,1.000000000000000000e+00,1.000000000000000000e+00
