obs0,obs1,obs2,obs3,action,reward,do_bool
-1.659839570742643183e-02,-1.461339877115206409e-01,-2.538763618007256612e-02,2.731254638791294487e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.952107546165684354e-02,-3.408846643268366172e-01,-1.992512690248997645e-02,5.576941782971641670e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.633876874819357505e-02,-1.454887542874837569e-01,-8.771243336546693040e-03,2.588008923078340962e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.924854383394324964e-02,-3.404843949624498656e-01,-3.595225490390011221e-03,5.487043894674350497e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.605823173319224612e-02,-1.453121240161754368e-01,7.378862298958690190e-03,2.548908810746795539e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.896447421351575263e-02,4.970369814051470159e-02,1.247667992045228130e-02,-3.545552275795060826e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.797040025070545777e-02,2.446445290608334489e-01,1.176756946529326948e-02,-3.241759612348418251e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.307750966948878879e-02,4.935701435166775508e-02,5.284050240596432739e-03,-2.780538529046744367e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.209036938245543591e-02,2.444027914767281651e-01,4.727942534787084143e-03,-3.188164630139224687e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.720231355292087455e-02,4.921382374872274035e-02,-1.648386725491365716e-03,-2.464627384793743881e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.621803707794641974e-02,-1.458844494235619627e-01,-2.141312202450114648e-03,2.675161128450858627e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.913572606641766025e-02,4.926799627342104415e-02,3.209010054451602503e-03,-2.584142989469229157e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.815036614094923798e-02,2.443437810113828212e-01,2.692181456557756532e-03,-3.175101530355584623e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.326349052072158169e-02,4.918358844167960986e-02,-3.658021604153412643e-03,-2.397942465578045690e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.227981875188798921e-02,-1.458857129221547699e-01,-4.137610097269021729e-03,2.675471137544064293e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.519753301033108434e-02,-3.409483700389555061e-01,1.213332177819106787e-03,5.589221409577105337e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.201650041111019085e-02,-1.458434709853838884e-01,1.239177499697331764e-02,2.666217273714920899e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.493336983081787167e-02,-3.411400666082509137e-01,1.772420954440315916e-02,5.631872179687817948e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.175617116298289272e-02,-1.462712477659862398e-01,2.898795390377879519e-02,2.761405464602940674e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.468159611830261474e-02,4.842539518441679736e-02,3.451076483298467362e-02,-7.260458725214136155e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.371308821461428185e-02,2.430358534331124865e-01,3.436555565848039423e-02,-2.888581776174659055e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.885237114595203184e-02,4.744113021121787455e-02,2.858839210613107681e-02,1.446216229327268454e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.790354854172767185e-02,-1.480789018627510223e-01,2.887763535199653134e-02,3.160262126696128382e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.086512657898268980e-02,-3.436000300131729079e-01,3.519815960538878741e-02,6.176744718233687648e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.773712717924614990e-02,-1.489869912345004599e-01,4.755164904185615882e-02,3.362818483760810495e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.071686700393615577e-02,4.542712985492647348e-02,5.427728600937777731e-02,5.896522244147528458e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.980832440683762713e-02,2.397305338519349627e-01,5.545659045820728467e-02,-2.161109840715618180e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.501371372979892649e-02,4.386144078683032466e-02,5.113437077677604470e-02,9.353686631422236664e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.413648491406232249e-02,2.382146127381091216e-01,5.300510810306049286e-02,-1.825848852891320817e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.937219265930014256e-02,4.325396280973263785e-01,4.935341039727784984e-02,-4.580868253192768580e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.072140009735361416e-02,2.367559908048068595e-01,4.019167389089231546e-02,-1.502649451868716679e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.598628028125747613e-02,4.312800603319748571e-01,3.718637498715487988e-02,-4.300022387633421483e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.736067907461797885e-02,2.356517851918268902e-01,2.858633021188803497e-02,-1.258324179165485335e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.264764337078144035e-02,4.303527927516470619e-01,2.606968185355706263e-02,-4.093613718242393174e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.040587515748499461e-03,6.250956154416051902e-01,1.788245441707227851e-02,-6.937127286016324668e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.461324793083604967e-03,8.199649969250801806e-01,4.008199845039629033e-03,-9.807129038590862713e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.486062473158521038e-02,6.247895533458731609e-01,-1.560605823214209625e-02,-6.867736826056243249e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.735641579850267069e-02,4.298876715979537688e-01,-2.934153188425458331e-02,-3.990444552691475577e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.595416923046174995e-02,2.351939828981941816e-01,-3.732242098963753363e-02,-1.157547984151463538e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.065804888842563580e-02,4.062612706316245936e-02,-3.963751695794046070e-02,1.649234950485555240e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.147057142968888832e-02,-1.539066589860992318e-01,-3.633904705696935217e-02,4.448430977986183033e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.839243824996690424e-02,4.171008170644641133e-02,-2.744218510099698596e-02,1.409303745919818218e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.922663988409583385e-02,2.372140946413193174e-01,-2.462357760915735022e-02,-1.602822198925907826e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.397092177692221909e-02,4.245316054241557446e-02,-2.782922200700916476e-02,1.245320197795843353e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.481998498777052725e-02,2.379625201900123499e-01,-2.533858161141747806e-02,-1.767992007909397478e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.957923539157077703e-02,4.321218033842449957e-02,-2.887456562723627468e-02,1.077837894656473172e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.044347899833926729e-02,2.387357530539866990e-01,-2.671888983792332709e-02,-1.938672588778542760e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.521819405941900460e-02,4.342295208183061250e-01,-3.059623501548041150e-02,-4.948576636272020157e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.390278447578513266e-02,2.395521126565907655e-01,-4.049338828802444973e-02,-2.119721128852310454e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.869382672891694908e-02,4.503181229116892670e-02,-4.473283054572907425e-02,6.766734909030930334e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
