obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
6.703090853989124298e-03,1.405118703842163086e+00,3.389931321144104004e-01,-1.417633593082427979e-01,-7.676268462091684341e-03,-7.599741220474243164e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.306660843814142936e-01,0.000000000000000000e+00
1.005468331277370453e-02,1.401329636573791504e+00,3.390049338340759277e-01,-1.684339940547943115e-01,-1.147352810949087143e-02,-7.595206797122955322e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.112920218278333095e+00,0.000000000000000000e+00
1.340646762400865555e-02,1.396940350532531738e+00,3.390163183212280273e-01,-1.951064318418502808e-01,-1.527027785778045654e-02,-7.594216614961624146e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.204367887504162127e+00,0.000000000000000000e+00
1.675844192504882812e-02,1.391951441764831543e+00,3.390275537967681885e-01,-2.217760235071182251e-01,-1.906644739210605621e-02,-7.593026757240295410e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.281603116799487907e+00,0.000000000000000000e+00
2.011051215231418610e-02,1.386362552642822266e+00,3.390387892723083496e-01,-2.484452724456787109e-01,-2.286202460527420044e-02,-7.591830939054489136e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.345323007638626223e+00,0.000000000000000000e+00
2.346267737448215485e-02,1.380173921585083008e+00,3.390499651432037354e-01,-2.751145958900451660e-01,-2.665698528289794922e-02,-7.590620964765548706e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.396249710913110675e+00,0.000000000000000000e+00
2.681493759155273438e-02,1.373385429382324219e+00,3.390611112117767334e-01,-3.017840683460235596e-01,-3.045135363936424255e-02,-7.589434087276458740e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.435342184470698612e+00,0.000000000000000000e+00
3.016729280352592468e-02,1.365997076034545898e+00,3.390721976757049561e-01,-3.284535706043243408e-01,-3.424514830112457275e-02,-7.588277012109756470e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.463657161538293394e+00,0.000000000000000000e+00
3.351974487304687500e-02,1.358008980751037598e+00,3.390832543373107910e-01,-3.551231920719146729e-01,-3.803835064172744751e-02,-7.587095350027084351e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.482302508175308731e+00,0.000000000000000000e+00
3.687248378992080688e-02,1.349420905113220215e+00,3.390942811965942383e-01,-3.817928731441497803e-01,-4.183097556233406067e-02,-7.585917413234710693e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.492304859089358615e+00,0.000000000000000000e+00
4.022521898150444031e-02,1.340232849121093750e+00,3.391052782535552979e-01,-4.084626436233520508e-01,-4.562301561236381531e-02,-7.584755122661590576e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.494680663189143388e+00,0.000000000000000000e+00
4.357814788818359375e-02,1.330445170402526855e+00,3.391161859035491943e-01,-4.351324439048767090e-01,-4.941447451710700989e-02,-7.583580911159515381e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.490344365899034074e+00,0.000000000000000000e+00
4.684419557452201843e-02,1.320052623748779297e+00,3.282354176044464111e-01,-4.619486629962921143e-01,-5.102782323956489563e-02,-3.226998075842857361e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.655794733745199476e-01,0.000000000000000000e+00
5.011024326086044312e-02,1.309060096740722656e+00,3.282391726970672607e-01,-4.886177778244018555e-01,-5.264184623956680298e-02,-3.228355199098587036e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.269401321945139216e+00,0.000000000000000000e+00
5.328350141644477844e-02,1.297470092773437500e+00,3.166034817695617676e-01,-5.150865316390991211e-01,-5.192165076732635498e-02,1.440515834838151932e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.101036373767203980e-01,0.000000000000000000e+00
