obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-5.634307861328125000e-03,1.431290626525878906e+00,-2.849597334861755371e-01,4.398173987865447998e-01,6.465016398578882217e-03,6.388686597347259521e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.865865415245082204e-01,0.000000000000000000e+00
-8.451747708022594452e-03,1.440588116645812988e+00,-2.849699556827545166e-01,4.132010042667388916e-01,9.657051414251327515e-03,6.384674459695816040e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.620006015512672093e-01,1.000000000000000000e+00
-1.126928348094224930e-02,1.449285507202148438e+00,-2.849794030189514160e-01,3.865298926830291748e-01,1.284870877861976624e-02,6.383882462978363037e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.803480888581930230e-01,0.000000000000000000e+00
-1.417055167257785797e-02,1.457380175590515137e+00,-2.954806983470916748e-01,3.597065210342407227e-01,1.814431883394718170e-02,1.059221848845481873e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.004353690256050424e-01,1.000000000000000000e+00
-1.707191392779350281e-02,1.464875221252441406e+00,-2.954969108104705811e-01,3.330363929271697998e-01,2.343818731606006622e-02,1.058869957923889160e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.456307067836007718e-01,0.000000000000000000e+00
-1.997356489300727844e-02,1.471770524978637695e+00,-2.955128848552703857e-01,3.063660562038421631e-01,2.873166278004646301e-02,1.058792248368263245e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.345395681029742718e-01,1.000000000000000000e+00
-2.287530899047851562e-02,1.478066086769104004e+00,-2.955282628536224365e-01,2.796957194805145264e-01,3.402433171868324280e-02,1.058631762862205505e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.133356420264931330e-01,1.000000000000000000e+00
-2.568206749856472015e-02,1.483762741088867188e+00,-2.835918366909027100e-01,2.531100511550903320e-01,3.692036122083663940e-02,5.792582035064697266e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.784385739686628058e+00,0.000000000000000000e+00
-2.854290045797824860e-02,1.490031242370605469e+00,-2.889012694358825684e-01,2.785277068614959717e-01,3.969625011086463928e-02,5.552297830581665039e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-3.327830783996478026e+00,1.000000000000000000e+00
-3.133954852819442749e-02,1.495711922645568848e+00,-2.808300554752349854e-01,2.524455487728118896e-01,4.084417223930358887e-02,2.296059578657150269e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.649980769282707316e+00,0.000000000000000000e+00
