obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-1.124315243214368820e-02,1.394887208938598633e+00,-5.630693435668945312e-01,-3.691558241844177246e-01,1.111128553748130798e-02,9.096427261829376221e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.683346925105115577e-01,0.000000000000000000e+00
-1.674222946166992188e-02,1.385983347892761230e+00,-5.523322820663452148e-01,-3.957433998584747314e-01,1.350008323788642883e-02,4.778080433607101440e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.123198548814569930e-03,0.000000000000000000e+00
-2.216339111328125000e-02,1.376482248306274414e+00,-5.425423383712768555e-01,-4.222790300846099854e-01,1.392436958849430084e-02,8.486483246088027954e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.614220733485012826e-02,0.000000000000000000e+00
-2.751464769244194031e-02,1.366377472877502441e+00,-5.337826013565063477e-01,-4.490875303745269775e-01,1.259337272495031357e-02,-2.662225440144538879e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,9.787228072835432724e-02,0.000000000000000000e+00
-3.279466554522514343e-02,1.355681180953979492e+00,-5.248445272445678711e-01,-4.753705263137817383e-01,9.469883516430854797e-03,-6.247561424970626831e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.846419202975607465e-01,0.000000000000000000e+00
-3.797979280352592468e-02,1.344397306442260742e+00,-5.129410028457641602e-01,-5.014883875846862793e-01,3.960483707487583160e-03,-1.101980954408645630e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.121412683039249902e-01,0.000000000000000000e+00
-4.308862611651420593e-02,1.332508444786071777e+00,-5.033712983131408691e-01,-5.283862948417663574e-01,-3.462136955931782722e-03,-1.484661400318145752e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-4.944826611125449634e-02,0.000000000000000000e+00
-4.811525344848632812e-02,1.320010423660278320e+00,-4.930735230445861816e-01,-5.555217862129211426e-01,-1.294407807290554047e-02,-1.896563321352005005e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.046950411585128249e+00,0.000000000000000000e+00
-5.307989194989204407e-02,1.306916713714599609e+00,-4.853181242942810059e-01,-5.820704102516174316e-01,-2.397214807569980621e-02,-2.205816209316253662e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.350459793972133893e+00,0.000000000000000000e+00
-5.804424360394477844e-02,1.293224692344665527e+00,-4.852851331233978271e-01,-6.087474822998046875e-01,-3.499818593263626099e-02,-2.205413281917572021e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.821481912066587938e+00,0.000000000000000000e+00
-6.308269500732421875e-02,1.278948307037353516e+00,-4.946050643920898438e-01,-6.347388625144958496e-01,-4.414022713899612427e-02,-1.828574687242507935e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.160121753347623130e+00,0.000000000000000000e+00
