obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-1.169414538890123367e-02,1.408046603202819824e+00,-5.842482447624206543e-01,-7.672682404518127441e-02,1.110682263970375061e-02,8.539804816246032715e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.123556563269073383e-01,0.000000000000000000e+00
-1.763563230633735657e-02,1.407001972198486328e+00,-5.978089570999145508e-01,-4.645742475986480713e-02,1.473722141236066818e-02,7.261437177658081055e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.599436107296656973e+00,1.000000000000000000e+00
-2.357711829245090485e-02,1.405357360839843750e+00,-5.978190898895263672e-01,-7.314050197601318359e-02,1.836724765598773956e-02,7.260728627443313599e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.737898655161245642e-01,1.000000000000000000e+00
-2.942857705056667328e-02,1.403105020523071289e+00,-5.865307450294494629e-01,-1.001153364777565002e-01,1.973313838243484497e-02,2.732013724744319916e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.738537725360015163e-01,0.000000000000000000e+00
-3.520088270306587219e-02,1.400259017944335938e+00,-5.765925049781799316e-01,-1.264834553003311157e-01,1.910466700792312622e-02,-1.257039140909910202e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.752001618328574484e-01,0.000000000000000000e+00
-4.090576246380805969e-02,1.396817207336425781e+00,-5.681384801864624023e-01,-1.529465764760971069e-01,1.678111962974071503e-02,-4.647572338581085205e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.245843569975545240e-01,0.000000000000000000e+00
-4.652309417724609375e-02,1.392789602279663086e+00,-5.571451783180236816e-01,-1.789620667695999146e-01,1.225157920271158218e-02,-9.059940278530120850e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.126253660887330144e+00,1.000000000000000000e+00
-5.207948759198188782e-02,1.388156890869140625e+00,-5.495306253433227539e-01,-2.058624327182769775e-01,6.200904957950115204e-03,-1.210244446992874146e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.541001873080358298e-01,0.000000000000000000e+00
-5.754728242754936218e-02,1.382930636405944824e+00,-5.383943319320678711e-01,-2.322665601968765259e-01,-2.078235382214188576e-03,-1.655982434749603271e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,9.294992777886943447e-01,1.000000000000000000e+00
-6.294193118810653687e-02,1.377098202705383301e+00,-5.292516350746154785e-01,-2.592656016349792480e-01,-1.218322385102510452e-02,-2.021183967590332031e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-7.798584054725086201e-01,0.000000000000000000e+00
-6.826190650463104248e-02,1.370675921440124512e+00,-5.198847651481628418e-01,-2.855753600597381592e-01,-2.415604703128337860e-02,-2.394783049821853638e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-9.923471152279421670e-01,0.000000000000000000e+00
-7.350178062915802002e-02,1.363650679588317871e+00,-5.098714828491210938e-01,-3.125213384628295898e-01,-3.812850639224052429e-02,-2.794749438762664795e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.240129430710367187e+00,0.000000000000000000e+00
-7.874135673046112061e-02,1.356028079986572266e+00,-5.098304152488708496e-01,-3.392046689987182617e-01,-5.209822207689285278e-02,-2.794198989868164062e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.098472526295182661e+00,0.000000000000000000e+00
-8.406295627355575562e-02,1.347819566726684570e+00,-5.201761126518249512e-01,-3.652786910533905029e-01,-6.397544592618942261e-02,-2.375656366348266602e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.756096027401155002e+00,0.000000000000000000e+00
-8.945874869823455811e-02,1.340310811996459961e+00,-5.269758105278015137e-01,-3.343081772327423096e-01,-7.646208256483078003e-02,-2.497554719448089600e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.206397269348826851e-01,0.000000000000000000e+00
-9.485397487878799438e-02,1.332203984260559082e+00,-5.269413590431213379e-01,-3.610002100467681885e-01,-8.894568681716918945e-02,-2.496947497129440308e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.943514754097407149e+00,0.000000000000000000e+00
