obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
1.369485817849636078e-02,1.412709355354309082e+00,6.870115995407104492e-01,2.692961320281028748e-02,-1.389685366302728653e-02,-1.185319051146507263e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.876486662601575706e-01,0.000000000000000000e+00
2.050523832440376282e-02,1.412717103958129883e+00,6.870302557945251465e-01,2.735732705332338810e-04,-1.981944777071475983e-02,-1.184628978371620178e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.503852893135388058e-01,0.000000000000000000e+00
2.722845040261745453e-02,1.412126660346984863e+00,6.760762929916381836e-01,-2.628657966852188110e-02,-2.354021742939949036e-02,-7.442195713520050049e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.899146024287869938e-01,0.000000000000000000e+00
3.387622907757759094e-02,1.410946488380432129e+00,6.666267514228820801e-01,-5.248096957802772522e-02,-2.536089718341827393e-02,-3.641674667596817017e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.813097606754194846e-01,0.000000000000000000e+00
4.042978212237358093e-02,1.409164905548095703e+00,6.547927856445312500e-01,-7.916501909494400024e-02,-2.480853348970413208e-02,1.104808412492275238e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.098905939415744770e+00,0.000000000000000000e+00
4.691362380981445312e-02,1.406783699989318848e+00,6.460429430007934570e-01,-1.058036088943481445e-01,-2.250342257320880890e-02,4.610670730471611023e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.095697012786285729e-01,0.000000000000000000e+00
5.330247804522514343e-02,1.403808236122131348e+00,6.341426372528076172e-01,-1.321766227483749390e-01,-1.781234703958034515e-02,9.383023530244827271e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.401523067575710657e+00,0.000000000000000000e+00
5.960407108068466187e-02,1.400246381759643555e+00,6.231997609138488770e-01,-1.582313328981399536e-01,-1.092806924134492874e-02,1.376982033252716064e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.468727292511944116e+00,0.000000000000000000e+00
6.597681343555450439e-02,1.396087646484375000e+00,6.321207880973815918e-01,-1.848067939281463623e-01,-5.837435834109783173e-03,1.018221154808998108e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-6.949065881389902000e-01,0.000000000000000000e+00
7.234935462474822998e-02,1.391329169273376465e+00,6.321070790290832520e-01,-2.114769071340560913e-01,-7.463287329301238060e-04,1.018311977386474609e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.565159112390404061e-01,1.000000000000000000e+00
