obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
-2.800941467285156250e-03,1.389756083488464355e+00,-1.369584798812866211e-01,-4.832397997379302979e-01,1.708579016849398613e-03,8.556391112506389618e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.190755596790579629e+00,0.000000000000000000e+00
-4.104709718376398087e-03,1.378273367881774902e+00,-1.287592500448226929e-01,-5.103435516357421875e-01,1.074430401786230505e-04,-3.202550858259201050e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.128217253465350067e+00,0.000000000000000000e+00
-5.338859744369983673e-03,1.366187930107116699e+00,-1.200356483459472656e-01,-5.371264219284057617e-01,-3.241324797272682190e-03,-6.698203086853027344e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.539254185312840972e+00,0.000000000000000000e+00
-6.573009304702281952e-03,1.353502869606018066e+00,-1.200255379080772400e-01,-5.637953877449035645e-01,-6.589177995920181274e-03,-6.696332991123199463e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.672255160725939049e+00,0.000000000000000000e+00
-7.807063870131969452e-03,1.340217828750610352e+00,-1.200155019760131836e-01,-5.904642343521118164e-01,-9.936923161149024963e-03,-6.696099042892456055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.617736007515532037e+00,0.000000000000000000e+00
-9.040927514433860779e-03,1.326332926750183105e+00,-1.200057491660118103e-01,-6.171332001686096191e-01,-1.328410487622022629e-02,-6.695009022951126099e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.562546970252725487e+00,0.000000000000000000e+00
-1.034040469676256180e-02,1.311857819557189941e+00,-1.282355934381484985e-01,-6.433562040328979492e-01,-1.497671008110046387e-02,-3.385470062494277954e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.484643814726921418e+00,0.000000000000000000e+00
-1.171359978616237640e-02,1.296785950660705566e+00,-1.374835371971130371e-01,-6.698514819145202637e-01,-1.481401827186346054e-02,3.254312323406338692e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.288057661876648607e+00,0.000000000000000000e+00
-1.308670081198215485e-02,1.281114339828491211e+00,-1.374842673540115356e-01,-6.965199112892150879e-01,-1.465178746730089188e-02,3.244870807975530624e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.032426961226406092e+00,0.000000000000000000e+00
-1.445989590138196945e-02,1.264842510223388672e+00,-1.374848932027816772e-01,-7.231882810592651367e-01,-1.448915246874094009e-02,3.252881811931729317e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.763167398326118018e-01,0.000000000000000000e+00
-1.590862311422824860e-02,1.247973084449768066e+00,-1.469604969024658203e-01,-7.497357130050659180e-01,-1.242685690522193909e-02,4.124981164932250977e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.249413345201265013e-01,0.000000000000000000e+00
-1.735744439065456390e-02,1.230503559112548828e+00,-1.469670385122299194e-01,-7.764042019844055176e-01,-1.036567892879247665e-02,4.122724011540412903e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.678620590379011901e-01,0.000000000000000000e+00
-1.874704286456108093e-02,1.212441325187683105e+00,-1.395372748374938965e-01,-8.027641177177429199e-01,-9.793401695787906647e-03,1.144664268940687180e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-6.297556383154574444e-01,0.000000000000000000e+00
-2.029418945312500000e-02,1.194895386695861816e+00,-1.545044928789138794e-01,-7.798194885253906250e-01,-9.996996261179447174e-03,-4.072046838700771332e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.413805248625902955e+00,0.000000000000000000e+00
-2.192802354693412781e-02,1.176745891571044922e+00,-1.653825938701629639e-01,-8.066323995590209961e-01,-8.020681329071521759e-03,3.952970355749130249e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-8.640114549142186018e-01,0.000000000000000000e+00
-2.343511581420898438e-02,1.158863782882690430e+00,-1.532927453517913818e-01,-7.947457432746887207e-01,-5.472647491842508316e-03,5.096540972590446472e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.141494418954335011e+00,0.000000000000000000e+00
-2.485580369830131531e-02,1.140369415283203125e+00,-1.424407958984375000e-01,-8.219704031944274902e-01,-5.102134775370359421e-03,7.410977967083454132e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-6.295567073966015226e-01,0.000000000000000000e+00
-2.627649344503879547e-02,1.121275067329406738e+00,-1.424412131309509277e-01,-8.486354351043701172e-01,-4.730524029582738876e-03,7.432878948748111725e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.856585115045561452e-01,0.000000000000000000e+00
-2.782926522195339203e-02,1.102128982543945312e+00,-1.550174653530120850e-01,-8.509373068809509277e-01,-4.984686616808176041e-03,-5.083968397229909897e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.141301843745378575e+00,0.000000000000000000e+00
-2.954978868365287781e-02,1.083004355430603027e+00,-1.709951162338256836e-01,-8.499938845634460449e-01,-6.030800752341747284e-03,-2.092412486672401428e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.294579056293326813e+00,0.000000000000000000e+00
-3.115882910788059235e-02,1.064506411552429199e+00,-1.603509932756423950e-01,-8.221338391304016113e-01,-6.580479443073272705e-03,-1.099460665136575699e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.429294703708007042e+00,0.000000000000000000e+00
-3.293218463659286499e-02,1.046924233436584473e+00,-1.759680509567260742e-01,-7.814341783523559570e-01,-7.925589568912982941e-03,-2.690477669239044189e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.979864470070805460e+00,0.000000000000000000e+00
-3.466825559735298157e-02,1.030132055282592773e+00,-1.723892092704772949e-01,-7.463253140449523926e-01,-9.131385013461112976e-03,-2.411790378391742706e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.754682681248323384e+00,0.000000000000000000e+00
-3.632631152868270874e-02,1.014128088951110840e+00,-1.649059951305389404e-01,-7.112957835197448730e-01,-1.001499220728874207e-02,-1.767397299408912659e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.786797036904897773e+00,0.000000000000000000e+00
-3.813924640417098999e-02,9.987064599990844727e-01,-1.796301454305648804e-01,-6.854203939437866211e-01,-1.165174599736928940e-02,-3.273536637425422668e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.230101535323126605e+00,0.000000000000000000e+00
-3.987322002649307251e-02,9.826890230178833008e-01,-1.697371304035186768e-01,-7.119203209877014160e-01,-1.526887062937021255e-02,-7.234218716621398926e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.128777552871382595e+00,0.000000000000000000e+00
-4.154443740844726562e-02,9.672350287437438965e-01,-1.637000888586044312e-01,-6.868810653686523438e-01,-1.865064166486263275e-02,-6.763562560081481934e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.474564134815904204e+00,0.000000000000000000e+00
-4.334678500890731812e-02,9.520606398582458496e-01,-1.761468648910522461e-01,-6.744790673255920410e-01,-2.268950454890727997e-02,-8.077727258205413818e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.705866627916475364e+00,0.000000000000000000e+00
-4.525642469525337219e-02,9.370116591453552246e-01,-1.863186955451965332e-01,-6.689184904098510742e-01,-2.727521397173404694e-02,-9.171424061059951782e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.007601582396784989e+00,0.000000000000000000e+00
-4.706754535436630249e-02,9.220809340476989746e-01,-1.768727749586105347e-01,-6.636686921119689941e-01,-3.146611526608467102e-02,-8.381787687540054321e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.518032138155530175e+00,0.000000000000000000e+00
-4.881467670202255249e-02,9.072770476341247559e-01,-1.706941425800323486e-01,-6.580426096916198730e-01,-3.543134778738021851e-02,-7.930485904216766357e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.473938672703337671e+00,0.000000000000000000e+00
-5.046377331018447876e-02,8.932195305824279785e-01,-1.612051129341125488e-01,-6.248711347579956055e-01,-3.909080848097801208e-02,-7.318941503763198853e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.177670826822020622e+00,0.000000000000000000e+00
-5.219926685094833374e-02,8.785553574562072754e-01,-1.720343530178070068e-01,-6.517819762229919434e-01,-4.058687388896942139e-02,-2.992116473615169525e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.603021720542442408e+00,0.000000000000000000e+00
-5.390625074505805969e-02,8.641837239265441895e-01,-1.691962927579879761e-01,-6.387841105461120605e-01,-4.206256568431854248e-02,-2.951394394040107727e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.305714549171836047e+00,0.000000000000000000e+00
-5.569095537066459656e-02,8.492066860198974609e-01,-1.789481937885284424e-01,-6.656341552734375000e-01,-4.158997535705566406e-02,9.451779536902904510e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.345153406679570507e+00,0.000000000000000000e+00
-5.757512897253036499e-02,8.351450562477111816e-01,-1.882363408803939819e-01,-6.249611377716064453e-01,-4.177177697420120239e-02,-3.635899629443883896e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.729644858254244078e+00,0.000000000000000000e+00
-5.953359603881835938e-02,8.204937577247619629e-01,-1.975661814212799072e-01,-6.511217355728149414e-01,-4.007875546813011169e-02,3.386032581329345703e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.187154075530854724e+00,0.000000000000000000e+00
-6.140489503741264343e-02,8.052272200584411621e-01,-1.866167932748794556e-01,-6.785247921943664551e-01,-4.058793932199478149e-02,-1.018364913761615753e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-9.008375719554055916e-01,0.000000000000000000e+00
