obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
4.101944155991077423e-03,1.402828216552734375e+00,2.027666866779327393e-01,-1.592482775449752808e-01,-5.332361441105604172e-03,-5.803988501429557800e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.232980413572119183e+00,1.000000000000000000e+00
6.100463680922985077e-03,1.398644804954528809e+00,2.027757167816162109e-01,-1.859388053417205811e-01,-8.232107385993003845e-03,-5.799998715519905090e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.601787676890864986e+00,0.000000000000000000e+00
8.003616705536842346e-03,1.393856763839721680e+00,1.908303797245025635e-01,-2.128093838691711426e-01,-8.735289797186851501e-03,-1.006434857845306396e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.743633092536629459e-01,0.000000000000000000e+00
9.906863793730735779e-03,1.388468503952026367e+00,1.908314526081085205e-01,-2.394774407148361206e-01,-9.239437058568000793e-03,-1.008399017155170441e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.550146528249058520e+00,0.000000000000000000e+00
1.181001681834459305e-02,1.382480382919311523e+00,1.908329278230667114e-01,-2.661457657814025879e-01,-9.742975234985351562e-03,-1.007184199988842010e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.580965316934850762e+00,0.000000000000000000e+00
1.365156192332506180e-02,1.375893831253051758e+00,1.830836832523345947e-01,-2.927254140377044678e-01,-8.692173287272453308e-03,2.101822569966316223e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.045316959380641064e+00,1.000000000000000000e+00
1.549291610717773438e-02,1.368707418441772461e+00,1.830801218748092651e-01,-3.193938434123992920e-01,-7.642200682312250137e-03,2.100135758519172668e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.466373753446532646e+00,0.000000000000000000e+00
1.733436621725559235e-02,1.360920786857604980e+00,1.830768883228302002e-01,-3.460622727870941162e-01,-6.592049729079008102e-03,2.100498601794242859e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.454606975433335947e+00,1.000000000000000000e+00
1.907749101519584656e-02,1.352543592453002930e+00,1.707542240619659424e-01,-3.723077774047851562e-01,-3.071394516155123711e-03,7.041944563388824463e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.518628889776028057e-01,0.000000000000000000e+00
2.088851854205131531e-02,1.343556880950927734e+00,1.792736649513244629e-01,-3.994145095348358154e-01,-1.262769452296197414e-03,3.617585450410842896e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.773744446098190819e+00,0.000000000000000000e+00
2.277669869363307953e-02,1.333966374397277832e+00,1.889541298151016235e-01,-4.262420833110809326e-01,-1.394594903104007244e-03,-2.636978402733802795e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.931769704799988885e+00,0.000000000000000000e+00
2.459430694580078125e-02,1.323777437210083008e+00,1.800930500030517578e-01,-4.528414011001586914e-01,2.502384595572948456e-04,3.289960697293281555e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.009252827549999010e+00,0.000000000000000000e+00
2.631855010986328125e-02,1.312979817390441895e+00,1.684027314186096191e-01,-4.799003005027770996e-01,4.235624335706233978e-03,7.971501350402832031e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.477449537590074469e+00,0.000000000000000000e+00
2.813243865966796875e-02,1.301581740379333496e+00,1.796341091394424438e-01,-5.065882205963134766e-01,5.966565106064081192e-03,3.462212160229682922e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.957740292284312345e+00,0.000000000000000000e+00
2.985448762774467468e-02,1.289582729339599609e+00,1.681240499019622803e-01,-5.333048105239868164e-01,1.000453438609838486e-02,8.076658099889755249e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.406397152832879582e+00,1.000000000000000000e+00
3.167419508099555969e-02,1.276974797248840332e+00,1.803705543279647827e-01,-5.603660941123962402e-01,1.158549450337886810e-02,3.162215650081634521e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.882219951746292308e+00,0.000000000000000000e+00
3.359193727374076843e-02,1.263775944709777832e+00,1.926837712526321411e-01,-5.866106152534484863e-01,1.069799344986677170e-02,-1.775184087455272675e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.503312630838449904e+00,0.000000000000000000e+00
3.544111177325248718e-02,1.249982953071594238e+00,1.840733736753463745e-01,-6.130285859107971191e-01,1.153584942221641541e-02,1.675848849117755890e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.002327085084145919e+00,0.000000000000000000e+00
3.736314922571182251e-02,1.235603094100952148e+00,1.932086944580078125e-01,-6.390976309776306152e-01,1.053892727941274643e-02,-1.994023844599723816e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.258187257686983029e+00,0.000000000000000000e+00
3.928518295288085938e-02,1.220623254776000977e+00,1.932122856378555298e-01,-6.657668948173522949e-01,9.543258696794509888e-03,-1.991508342325687408e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.663833911691597223e-01,1.000000000000000000e+00
4.113025590777397156e-02,1.205034852027893066e+00,1.835640370845794678e-01,-6.928231120109558105e-01,1.048211473971605301e-02,1.877865009009838104e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.212229471187061147e-01,0.000000000000000000e+00
4.288282245397567749e-02,1.188841700553894043e+00,1.719570904970169067e-01,-7.197183370590209961e-01,1.374536845833063126e-02,6.527096033096313477e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.068870753954057617e+00,0.000000000000000000e+00
4.446773603558540344e-02,1.173296451568603516e+00,1.559188663959503174e-01,-6.909233927726745605e-01,1.628286950290203094e-02,5.075443536043167114e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.161622283302972569e+00,0.000000000000000000e+00
4.595766216516494751e-02,1.158049583435058594e+00,1.468292325735092163e-01,-6.776686310768127441e-01,1.842714846134185791e-02,4.288962483406066895e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.493847632760304300e+00,0.000000000000000000e+00
4.758339002728462219e-02,1.143533706665039062e+00,1.596789062023162842e-01,-6.451888680458068848e-01,2.127470821142196655e-02,5.695153027772903442e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.732830033610167852e+00,1.000000000000000000e+00
4.916076734662055969e-02,1.129856109619140625e+00,1.549775302410125732e-01,-6.079297661781311035e-01,2.399361692368984222e-02,5.437823012471199036e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.516121407005425858e+00,0.000000000000000000e+00
