obs0,obs1,obs2,obs3,obs4,obs5,obs6,obs7,action,reward,do_bool
5.399131681770086288e-03,1.414677977561950684e+00,2.660079598426818848e-01,7.050552964210510254e-02,-3.922912757843732834e-03,-1.494160573929548264e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.661417410226790681e+00,0.000000000000000000e+00
7.967186160385608673e-03,1.415666937828063965e+00,2.554009258747100830e-01,4.395523294806480408e-02,-2.541790949180722237e-03,2.762515284121036530e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.611751507275131390e+00,0.000000000000000000e+00
1.060895901173353195e-02,1.416051268577575684e+00,2.646657526493072510e-01,1.708394475281238556e-02,-3.020367352291941643e-03,-9.572086855769157410e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-7.241096285113133302e-01,0.000000000000000000e+00
1.333541888743638992e-02,1.415840983390808105e+00,2.752822041511535645e-01,-9.349497966468334198e-03,-5.625801626592874527e-03,-5.211374908685684204e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.294259862802504157e+00,1.000000000000000000e+00
1.613502576947212219e-02,1.415030360221862793e+00,2.844458222389221191e-01,-3.605616837739944458e-02,-1.006607245653867722e-02,-8.881368488073348999e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.523977941096687827e+00,1.000000000000000000e+00
1.886329613626003265e-02,1.413619995117187500e+00,2.755085229873657227e-01,-6.270107626914978027e-02,-1.271072402596473694e-02,-5.289804190397262573e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.600452113173343793e-01,0.000000000000000000e+00
2.153224870562553406e-02,1.411616683006286621e+00,2.680718302726745605e-01,-8.904623240232467651e-02,-1.386237889528274536e-02,-2.303516492247581482e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.922760980564703570e-02,0.000000000000000000e+00
2.412681654095649719e-02,1.409013152122497559e+00,2.587122917175292969e-01,-1.157078668475151062e-01,-1.313717290759086609e-02,1.450532395392656326e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.052233559840897226e-01,0.000000000000000000e+00
2.663164213299751282e-02,1.405806660652160645e+00,2.474786341190338135e-01,-1.424836069345474243e-01,-1.016174443066120148e-02,5.951420590281486511e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.679918024172661450e-01,0.000000000000000000e+00
2.919635735452175140e-02,1.402002334594726562e+00,2.549979388713836670e-01,-1.690714955329895020e-01,-8.696040138602256775e-03,2.931660041213035583e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.547302576480574343e+00,0.000000000000000000e+00
3.168029710650444031e-02,1.397609829902648926e+00,2.448525130748748779e-01,-1.952070593833923340e-01,-5.194901488721370697e-03,7.002907246351242065e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.516897221425210884e-02,0.000000000000000000e+00
3.416404873132705688e-02,1.392617464065551758e+00,2.448413670063018799e-01,-2.218764722347259521e-01,-1.695481827482581139e-03,6.999459862709045410e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.843825133952236683e-01,1.000000000000000000e+00
3.657379001379013062e-02,1.387014627456665039e+00,2.355584800243377686e-01,-2.490167766809463501e-01,3.662063740193843842e-03,1.071604117751121521e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.086780842456210205e-01,1.000000000000000000e+00
3.907794877886772156e-02,1.380822777748107910e+00,2.474134415388107300e-01,-2.752078473567962646e-01,6.638268008828163147e-03,5.952941253781318665e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.444782951283683392e+00,0.000000000000000000e+00
4.164514690637588501e-02,1.374031901359558105e+00,2.553041577339172363e-01,-3.018273115158081055e-01,8.032526820898056030e-03,2.788774296641349792e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.023270673162527178e+00,0.000000000000000000e+00
4.435234144330024719e-02,1.367779135704040527e+00,2.686072289943695068e-01,-2.779154479503631592e-01,1.011310890316963196e-02,4.161585122346878052e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.900858582192710866e-01,1.000000000000000000e+00
4.705943912267684937e-02,1.360926270484924316e+00,2.686007618904113770e-01,-3.045936226844787598e-01,1.219250168651342392e-02,4.159170016646385193e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.492298760273854441e+00,0.000000000000000000e+00
4.984378814697265625e-02,1.353481531143188477e+00,2.782876193523406982e-01,-3.308735191822052002e-01,1.232803892344236374e-02,2.711220178753137589e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.933098125080305207e+00,1.000000000000000000e+00
5.270757526159286499e-02,1.345439434051513672e+00,2.882803082466125488e-01,-3.574153780937194824e-01,1.046177558600902557e-02,-3.732892870903015137e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.734760223924211031e+00,1.000000000000000000e+00
5.548286437988281250e-02,1.336804986000061035e+00,2.771573364734649658e-01,-3.837541043758392334e-01,1.082438137382268906e-02,7.252576760947704315e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.336063445049535670e-01,1.000000000000000000e+00
